Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Gls/90,Ast/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90
744,Jeremy Doku,BEL,FW,Rennes,Ligue 1,21,2,1,111,1.2,1,0,1,1,0.81,0.00,0.48,0.16,0.64,0.48,0.64
745,Jaume Doménech,ESP,GK,Valencia,La Liga,32,2,1,79,0.9,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
746,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,22,22,18,1584,17.6,0,0,0,0,0.00,0.00,0.02,0.01,0.02,0.02,0.02
747,Mario Dominguez,ESP,FW,Valencia,La Liga,19,3,0,25,0.3,0,0,0,0,0.00,0.00,0.59,0.00,0.59,0.59,0.59
748,Nicolás Domínguez,ARG,"MF,FW",Nott'ham Forest,Premier League,25,26,19,1495,16.6,2,2,4,2,0.12,0.12,0.08,0.06,0.14,0.08,0.14
749,Nicolás Domínguez,ARG,MF,Bologna,Serie A,25,2,1,102,1.1,0,0,0,0,0.00,0.00,0.00,0.04,0.04,0.00,0.04
750,Giulio Donati,ITA,DF,Monza,Serie A,33,4,0,36,0.4,0,0,0,0,0.00,0.00,0.05,0.46,0.51,0.05,0.51
751,Jamie Donley,ENG,FW,Tottenham,Premier League,18,3,0,3,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
752,Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,24,25,25,2169,24.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
753,Patrick Dorgu,DEN,"DF,MF",Lecce,Serie A,18,32,17,1564,17.4,2,0,2,2,0.12,0.00,0.11,0.09,0.21,0.11,0.21
754,Niklas Dorsch,GER,MF,Augsburg,Bundesliga,25,21,16,1386,15.4,0,0,0,0,0.00,0.00,0.04,0.01,0.05,0.04,0.05
755,Alberto Dossena,ITA,DF,Cagliari,Serie A,24,35,33,2977,33.1,2,4,6,2,0.06,0.12,0.07,0.06,0.13,0.07,0.13
756,Carlos Dotor,ESP,MF,Celta Vigo,La Liga,22,17,7,708,7.9,0,0,0,0,0.00,0.00,0.02,0.02,0.04,0.02,0.04
757,Abdoulaye Doucouré,MLI,"FW,MF",Everton,Premier League,30,32,32,2629,29.2,7,1,8,7,0.24,0.03,0.30,0.10,0.40,0.30,0.40
758,Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,23,11,11,919,10.2,0,0,0,0,0.00,0.00,0.03,0.07,0.10,0.03,0.10
759,Siriné Doucouré,MLI,FW,Lorient,Ligue 1,21,11,5,423,4.7,1,3,4,1,0.21,0.64,0.20,0.28,0.47,0.20,0.47
760,Désiré Doué,FRA,"MF,FW",Rennes,Ligue 1,18,31,17,1626,18.1,4,4,8,4,0.22,0.22,0.13,0.21,0.34,0.13,0.34
761,Guela Doué,CIV,DF,Rennes,Ligue 1,20,24,13,1234,13.7,0,2,2,0,0.00,0.15,0.04,0.08,0.12,0.04,0.12
762,Alfie Doughty,ENG,DF,Luton Town,Premier League,23,37,34,2925,32.5,2,8,10,2,0.06,0.25,0.04,0.19,0.23,0.04,0.23
763,Douglas,BRA,MF,Nantes,Ligue 1,26,25,22,1772,19.7,0,0,0,0,0.00,0.00,0.06,0.06,0.12,0.06,0.12
764,Ismaël Doukouré,FRA,"MF,DF",Strasbourg,Ligue 1,20,22,19,1656,18.4,0,0,0,0,0.00,0.00,0.02,0.01,0.03,0.02,0.03
765,Kamory Doumbia,MLI,MF,Brest,Ligue 1,20,25,7,879,9.8,6,5,11,6,0.61,0.51,0.43,0.09,0.52,0.43,0.52
766,Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,23,32,7,905,10.1,7,1,8,7,0.70,0.10,0.46,0.13,0.59,0.46,0.59
767,Artem Dovbyk,UKR,FW,Girona,La Liga,26,36,32,2587,28.7,24,8,32,17,0.83,0.28,0.84,0.21,1.05,0.62,0.84
768,Nikola Dovedan,AUT,"MF,FW",Heidenheim,Bundesliga,29,21,5,656,7.3,3,1,4,3,0.41,0.14,0.26,0.09,0.35,0.26,0.35
769,Damion Downs,GER,"FW,MF",Köln,Bundesliga,19,10,0,181,2.0,2,0,2,2,0.99,0.00,0.51,0.00,0.51,0.51,0.51
770,Tommy Doyle,ENG,MF,Wolves,Premier League,21,26,11,1222,13.6,0,0,0,0,0.00,0.00,0.03,0.03,0.06,0.03,0.06
771,Radu Drăgușin,ROU,DF,Tottenham,Premier League,21,9,4,429,4.8,0,0,0,0,0.00,0.00,0.03,0.00,0.03,0.03,0.03
772,Radu Drăgușin,ROU,DF,Genoa,Serie A,21,19,19,1710,19.0,2,1,3,2,0.11,0.05,0.05,0.04,0.10,0.05,0.10
773,Dion Drena Beljo,CRO,"FW,MF",Augsburg,Bundesliga,21,26,3,581,6.5,2,0,2,2,0.31,0.00,0.46,0.08,0.54,0.46,0.54
774,Tim Drexler,GER,DF,Hoffenheim,Bundesliga,18,8,6,573,6.4,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
775,Domingos Duarte,POR,DF,Getafe,La Liga,28,15,11,907,10.1,0,0,0,0,0.00,0.00,0.03,0.01,0.04,0.03,0.04
776,Rubén Duarte,ESP,DF,Alavés,La Liga,27,28,21,1878,20.9,2,1,3,2,0.10,0.05,0.03,0.07,0.10,0.03,0.10
777,Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,34,23,22,1985,22.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
778,Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,29,33,32,2696,30.0,12,9,21,7,0.40,0.30,0.43,0.26,0.69,0.26,0.52
779,Ondrej Duda,SVK,MF,Hellas Verona,Serie A,28,32,29,2456,27.3,1,4,5,1,0.04,0.15,0.08,0.12,0.20,0.05,0.17
780,Denzel Dumfries,NED,DF,Inter,Serie A,27,31,19,1639,18.2,4,4,8,4,0.22,0.22,0.12,0.27,0.39,0.12,0.39
781,Paul Dummett,WAL,DF,Newcastle Utd,Premier League,31,5,0,20,0.2,0,0,0,0,0.00,0.00,0.11,0.00,0.11,0.11,0.11
782,Alfred Duncan,GHA,MF,Fiorentina,Serie A,30,30,24,1888,21.0,2,5,7,2,0.10,0.24,0.07,0.10,0.17,0.07,0.17
783,Lewis Dunk,ENG,DF,Brighton,Premier League,31,33,33,2869,31.9,3,1,4,3,0.09,0.03,0.10,0.03,0.12,0.10,0.12
784,Jhon Durán,COL,"FW,MF",Aston Villa,Premier League,19,23,3,475,5.3,5,0,5,5,0.95,0.00,0.38,0.06,0.44,0.38,0.44
785,Julien Duranville,BEL,"FW,MF",Dortmund,Bundesliga,17,2,0,12,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
786,Hugo Duro,ESP,FW,Valencia,La Liga,23,37,35,2976,33.1,13,2,15,13,0.39,0.06,0.35,0.04,0.39,0.35,0.39
787,Jean-Kevin Duverne,HAI,DF,Nantes,Ligue 1,26,19,15,1348,15.0,0,0,0,0,0.00,0.00,0.02,0.01,0.03,0.02,0.03
788,Paulo Dybala,ARG,"FW,MF",Roma,Serie A,29,28,25,1959,21.8,13,9,22,6,0.60,0.41,0.49,0.20,0.68,0.23,0.43
789,Aron Dønnum,NOR,"FW,MF",Toulouse,Ligue 1,25,27,19,1595,17.7,0,1,1,0,0.00,0.06,0.06,0.12,0.18,0.06,0.18
790,George Earthy,ENG,FW,West Ham,Premier League,18,3,0,34,0.4,1,0,1,1,2.65,0.00,0.82,0.00,0.82,0.82,0.82
791,Simon Ebonog,CMR,MF,Le Havre,Ligue 1,18,4,0,20,0.2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
792,Festy Ebosele,IRL,DF,Udinese,Serie A,20,31,20,1700,18.9,0,0,0,0,0.00,0.00,0.04,0.10,0.14,0.04,0.14
793,Enzo Ebosse,CMR,DF,Udinese,Serie A,24,1,0,8,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
794,Tyronne Ebuehi,NGA,DF,Empoli,Serie A,27,15,11,1099,12.2,0,1,1,0,0.00,0.08,0.02,0.07,0.10,0.02,0.10
795,Ederson,BRA,GK,Manchester City,Premier League,29,33,33,2785,30.9,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
796,Éderson,BRA,MF,Atalanta,Serie A,24,36,32,2869,31.9,6,1,7,6,0.19,0.03,0.11,0.04,0.15,0.11,0.15
797,Odsonne Édouard,FRA,"FW,MF",Crystal Palace,Premier League,25,30,17,1555,17.3,7,0,7,7,0.41,0.00,0.36,0.07,0.43,0.36,0.43
798,John Egan,IRL,DF,Sheffield Utd,Premier League,30,6,6,482,5.4,0,0,0,0,0.00,0.00,0.03,0.00,0.03,0.03,0.03
799,Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,26,33,33,2914,32.4,1,2,3,1,0.03,0.06,0.07,0.09,0.16,0.07,0.16
800,Lilian Egloff,GER,"MF,DF",Stuttgart,Bundesliga,20,5,1,106,1.2,0,0,0,0,0.00,0.00,0.15,0.00,0.15,0.15,0.15
801,Kingsley Ehizibue,NED,DF,Udinese,Serie A,28,23,11,955,10.6,0,1,1,0,0.00,0.09,0.12,0.07,0.19,0.12,0.19
802,Hjalmar Ekdal,SWE,DF,Burnley,Premier League,24,8,5,437,4.9,0,0,0,0,0.00,0.00,0.01,0.01,0.03,0.01,0.03
803,Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,21,1,0,9,0.1,0,0,0,0,0.00,0.00,0.00,0.30,0.30,0.00,0.30
804,Hugo Ekitike,FRA,FW,Eint Frankfurt,Bundesliga,21,14,7,716,8.0,4,2,6,4,0.50,0.25,0.30,0.21,0.51,0.30,0.51
805,Emmanuel Ekong,SWE,FW,Empoli,Serie A,21,1,0,5,0.1,0,0,0,0,0.00,0.00,0.00,0.19,0.19,0.00,0.19
806,Caleb Ekuban,GHA,FW,Genoa,Serie A,29,29,10,1131,12.6,4,1,5,4,0.32,0.08,0.23,0.11,0.34,0.23,0.34
807,Anthony Elanga,SWE,"FW,MF",Nott'ham Forest,Premier League,21,36,25,2433,27.0,5,9,14,5,0.18,0.33,0.24,0.25,0.49,0.24,0.49
808,Simon Elisor,FRA,FW,Metz,Ligue 1,24,14,9,767,8.5,1,0,1,1,0.12,0.00,0.27,0.11,0.38,0.18,0.29
809,Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,20,34,11,1352,15.0,3,6,9,3,0.20,0.40,0.18,0.23,0.42,0.18,0.42
810,Elif Elmas,MKD,"FW,MF",Napoli,Serie A,23,11,4,339,3.8,2,0,2,2,0.53,0.00,0.13,0.06,0.19,0.13,0.19
811,Elif Elmas,MKD,"MF,FW",RB Leipzig,Bundesliga,23,14,2,266,3.0,0,0,0,0,0.00,0.00,0.27,0.04,0.31,0.27,0.31
812,Mohamed Elneny,EGY,MF,Arsenal,Premier League,31,3,0,28,0.3,0,0,0,0,0.00,0.00,0.26,0.00,0.26,0.26,0.26
813,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,29,15,7,812,9.0,0,1,1,0,0.00,0.11,0.03,0.07,0.10,0.03,0.10
814,Nico Elvedi,SUI,DF,Gladbach,Bundesliga,26,30,28,2482,27.6,2,1,3,2,0.07,0.04,0.06,0.00,0.06,0.06,0.06
815,Adri Embarba,ESP,"FW,MF",Almería,La Liga,31,36,29,2476,27.5,3,2,5,2,0.11,0.07,0.16,0.16,0.32,0.13,0.29
816,Breel Embolo,SUI,FW,Monaco,Ligue 1,26,5,2,182,2.0,1,0,1,1,0.49,0.00,0.35,0.06,0.41,0.35,0.41
817,Emanuel Emegha,NED,FW,Strasbourg,Ligue 1,20,28,23,2078,23.1,8,1,9,8,0.35,0.04,0.47,0.02,0.49,0.43,0.45
818,Emerson,BRA,DF,Tottenham,Premier League,24,22,11,1161,12.9,1,0,1,1,0.08,0.00,0.02,0.03,0.05,0.02,0.05
819,Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,26,33,28,2570,28.6,16,2,18,15,0.56,0.07,0.38,0.04,0.42,0.35,0.40
820,Julio Enciso,PAR,"MF,FW",Brighton,Premier League,19,12,5,475,5.3,0,2,2,0,0.00,0.38,0.27,0.32,0.59,0.27,0.59
821,Wataru Endo,JPN,MF,Liverpool,Premier League,30,29,20,1722,19.1,1,0,1,1,0.05,0.00,0.03,0.09,0.12,0.03,0.12
822,Arne Engels,BEL,"MF,DF",Augsburg,Bundesliga,19,32,13,1405,15.6,3,2,5,3,0.19,0.13,0.12,0.08,0.19,0.12,0.19
823,Christian Eriksen,DEN,MF,Manchester Utd,Premier League,31,22,12,1141,12.7,1,2,3,1,0.08,0.16,0.08,0.18,0.26,0.08,0.26
824,Martin Erlic,CRO,DF,Sassuolo,Serie A,25,32,31,2618,29.1,1,0,1,1,0.03,0.00,0.03,0.00,0.03,0.03,0.03
825,Gonzalo Escalante,ARG,MF,Cádiz,La Liga,30,25,18,1697,18.9,1,2,3,1,0.05,0.11,0.10,0.09,0.19,0.10,0.19
826,Aarón Escandell,ESP,GK,Las Palmas,La Liga,27,2,1,153,1.7,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
827,Alfonso Espino,URU,DF,Rayo Vallecano,La Liga,31,31,29,2507,27.9,0,1,1,0,0.00,0.04,0.04,0.10,0.14,0.04,0.14
828,Bernardo Espinosa,COL,DF,Girona,La Liga,34,2,0,2,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
829,Maxime Estève,FRA,DF,Burnley,Premier League,21,16,15,1309,14.5,0,0,0,0,0.00,0.00,0.02,0.00,0.02,0.02,0.02
830,Maxime Estève,FRA,DF,Montpellier,Ligue 1,21,12,12,995,11.1,1,1,2,1,0.09,0.09,0.02,0.02,0.04,0.02,0.04
831,Oscar Estupiñan,COL,FW,Metz,Ligue 1,26,6,4,260,2.9,0,0,0,0,0.00,0.00,0.18,0.01,0.18,0.18,0.18
832,Pervis Estupiñán,ECU,DF,Brighton,Premier League,25,19,15,1243,13.8,2,3,5,2,0.14,0.22,0.07,0.25,0.32,0.07,0.32
833,Karl Etta,CMR,FW,Cádiz,La Liga,19,1,0,21,0.2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
834,Jonny Evans,NIR,DF,Manchester Utd,Premier League,35,23,15,1392,15.5,0,1,1,0,0.00,0.06,0.00,0.08,0.08,0.00,0.08
835,Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,25,27,24,2055,22.8,11,4,15,10,0.48,0.18,0.40,0.23,0.62,0.36,0.59
836,Abdessamad Ezzalzouli,MAR,"FW,MF",Barcelona,La Liga,21,2,0,68,0.8,0,0,0,0,0.00,0.00,0.28,0.09,0.37,0.28,0.37
837,Abdessamad Ezzalzouli,MAR,FW,Betis,La Liga,21,26,6,865,9.6,1,0,1,1,0.10,0.00,0.31,0.03,0.34,0.23,0.26
838,Giovanni Fabbian,ITA,"MF,FW",Bologna,Serie A,20,27,11,1057,11.7,5,2,7,5,0.43,0.17,0.35,0.16,0.51,0.35,0.51
839,Łukasz Fabiański,POL,GK,West Ham,Premier League,38,10,7,721,8.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
840,Nicolò Fagioli,ITA,MF,Juventus,Serie A,22,8,4,437,4.9,0,2,2,0,0.00,0.41,0.08,0.15,0.23,0.08,0.23
841,Romain Faivre,FRA,"MF,FW",Bournemouth,Premier League,25,5,0,41,0.5,0,0,0,0,0.00,0.00,0.34,0.00,0.34,0.34,0.34
842,Romain Faivre,FRA,"MF,FW",Lorient,Ligue 1,25,17,16,1453,16.1,5,1,6,5,0.31,0.06,0.17,0.10,0.28,0.17,0.28
843,Ilhan Fakili,FRA,"MF,FW",Clermont Foot,Ligue 1,17,3,1,94,1.0,0,0,0,0,0.00,0.00,0.17,0.03,0.20,0.17,0.20
844,Radamel Falcao,COL,"FW,DF",Rayo Vallecano,La Liga,37,22,2,407,4.5,1,0,1,0,0.22,0.00,0.60,0.06,0.67,0.43,0.49
845,Wladimiro Falcone,ITA,GK,Lecce,Serie A,28,38,38,3420,38.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
846,Fali,ESP,DF,Cádiz,La Liga,29,30,30,2547,28.3,0,0,0,0,0.00,0.00,0.03,0.00,0.03,0.03,0.03
847,Davide Faraoni,ITA,DF,Hellas Verona,Serie A,31,11,7,602,6.7,0,1,1,0,0.00,0.15,0.06,0.05,0.11,0.06,0.11
848,Davide Faraoni,ITA,DF,Fiorentina,Serie A,31,8,4,392,4.4,0,1,1,0,0.00,0.23,0.02,0.08,0.11,0.02,0.11
849,Ansu Fati,ESP,"MF,FW",Brighton,Premier League,20,19,3,521,5.8,2,0,2,2,0.35,0.00,0.59,0.14,0.73,0.59,0.73
850,Ansu Fati,ESP,"MF,FW",Barcelona,La Liga,20,3,0,50,0.6,0,0,0,0,0.00,0.00,1.34,0.00,1.34,1.34,1.34
851,Khalil Fayad,FRA,"FW,MF",Montpellier,Ligue 1,19,23,11,1025,11.4,3,0,3,3,0.26,0.00,0.17,0.04,0.21,0.17,0.21
852,Federico Fazio,ARG,DF,Salernitana,Serie A,36,17,15,1355,15.1,1,0,1,1,0.07,0.00,0.03,0.01,0.03,0.03,0.03
853,Jacopo Fazzini,ITA,MF,Empoli,Serie A,20,31,14,1232,13.7,1,1,2,1,0.07,0.07,0.09,0.16,0.26,0.09,0.26
854,Nabil Fekir,FRA,"MF,FW",Betis,La Liga,30,19,10,1049,11.7,1,2,3,1,0.09,0.17,0.19,0.20,0.39,0.19,0.39
855,Felipe,BRA,DF,Nott'ham Forest,Premier League,34,7,4,375,4.2,0,0,0,0,0.00,0.00,0.03,0.01,0.04,0.03,0.04
856,Luiz Felipe,ITA,DF,Betis,La Liga,26,4,4,360,4.0,0,0,0,0,0.00,0.00,0.02,0.06,0.07,0.02,0.07
857,João Félix,POR,FW,Barcelona,La Liga,23,30,18,1540,17.1,7,3,10,7,0.41,0.18,0.51,0.18,0.69,0.51,0.69
858,Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,25,33,33,2921,32.5,2,0,2,2,0.06,0.00,0.04,0.02,0.07,0.04,0.07
859,Kiko Femenía,ESP,DF,Villarreal,La Liga,32,23,16,1583,17.6,0,0,0,0,0.00,0.00,0.00,0.04,0.04,0.00,0.04
860,Evan Ferguson,IRL,FW,Brighton,Premier League,18,27,15,1367,15.2,6,0,6,6,0.40,0.00,0.30,0.04,0.34,0.30,0.34
861,Lewis Ferguson,SCO,MF,Bologna,Serie A,23,31,31,2712,30.1,6,3,9,6,0.20,0.10,0.18,0.08,0.26,0.18,0.26
862,Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,28,35,35,3118,34.6,10,8,18,6,0.29,0.23,0.29,0.34,0.63,0.18,0.51
863,Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,27,21,13,1290,14.3,0,2,2,0,0.00,0.14,0.04,0.05,0.09,0.04,0.09
864,Aitor Fernández,ESP,GK,Osasuna,La Liga,32,7,6,551,6.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
865,Álex Fernández,ESP,MF,Cádiz,La Liga,30,26,14,1285,14.3,0,1,1,0,0.00,0.07,0.02,0.05,0.07,0.02,0.07
866,Carlos Fernández,ESP,FW,Real Sociedad,La Liga,27,10,5,408,4.5,2,1,3,1,0.44,0.22,0.33,0.12,0.45,0.16,0.28
867,Enzo Fernández,ARG,MF,Chelsea,Premier League,22,28,26,2209,24.5,3,2,5,2,0.12,0.08,0.25,0.14,0.39,0.19,0.33
868,Raúl Fernández,ESP,GK,Granada,La Liga,35,4,4,280,3.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
869,Valery Fernández,ESP,"MF,FW",Girona,La Liga,23,27,2,506,5.6,2,0,2,2,0.36,0.00,0.12,0.14,0.26,0.12,0.26
870,Fernando,ESP,GK,Almería,La Liga,33,4,4,360,4.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
871,Fernando,BRA,MF,Sevilla,La Liga,36,8,5,459,5.1,0,0,0,0,0.00,0.00,0.00,0.06,0.06,0.00,0.06
872,Ichem Ferrah,FRA,FW,Lille,Ligue 1,17,1,0,3,0.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
873,Andrea Ferraris,ITA,MF,Monza,Serie A,20,1,0,10,0.1,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
874,André Ferreira,POR,GK,Granada,La Liga,27,15,14,1340,14.9,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
875,João Ferreira,POR,DF,Udinese,Serie A,22,35,18,1822,20.2,0,1,1,0,0.00,0.05,0.01,0.05,0.05,0.01,0.05
876,Jordan Ferri,FRA,MF,Montpellier,Ligue 1,31,30,23,2031,22.6,1,1,2,1,0.04,0.04,0.03,0.09,0.11,0.03,0.11
877,Nacho Ferri,ESP,"FW,MF",Eint Frankfurt,Bundesliga,18,8,0,74,0.8,1,0,1,1,1.22,0.00,1.43,0.05,1.48,1.43,1.48
878,Rachad Fettal,MAR,FW,Almería,La Liga,18,1,0,17,0.2,0,0,0,0,0.00,0.00,0.41,0.12,0.53,0.41,0.53
879,Seydou Fini,ITA,"DF,FW",Genoa,Serie A,17,3,0,35,0.4,0,0,0,0,0.00,0.00,0.34,0.00,0.34,0.34,0.34
880,Max Finkgräfe,GER,"DF,FW",Köln,Bundesliga,19,24,18,1756,19.5,1,0,1,1,0.05,0.00,0.05,0.08,0.13,0.05,0.13
881,Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,33,4,4,360,4.0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
882,Kilian Fischer,GER,"DF,MF",Wolfsburg,Bundesliga,22,6,4,291,3.2,0,0,0,0,0.00,0.00,0.03,0.03,0.07,0.03,0.07
883,John Fleck,SCO,"MF,DF",Sheffield Utd,Premier League,31,4,1,92,1.0,0,0,0,0,0.00,0.00,0.00,0.44,0.44,0.00,0.44
884,Mark Flekken,NED,GK,Brentford,Premier League,30,37,37,3285,36.5,0,1,1,0,0.00,0.03,0.00,0.01,0.01,0.00,0.01
885,Alessandro Florenzi,ITA,DF,Milan,Serie A,32,31,19,1732,19.2,1,4,5,1,0.05,0.21,0.09,0.18,0.26,0.09,0.26
886,Phil Foden,ENG,"FW,MF",Manchester City,Premier League,23,35,33,2857,31.7,19,8,27,19,0.60,0.25,0.33,0.26,0.59,0.33,0.59
887,Wes Foderingham,ENG,GK,Sheffield Utd,Premier League,32,30,29,2649,29.4,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
888,Malick Fofana,BEL,FW,Lyon,Ligue 1,18,17,4,559,6.2,3,0,3,3,0.48,0.00,0.29,0.09,0.38,0.29,0.38
889,Youssouf Fofana,FRA,MF,Monaco,Ligue 1,24,32,31,2697,30.0,4,4,8,4,0.13,0.13,0.17,0.11,0.28,0.17,0.28
890,Jonas Föhrenbach,GER,DF,Heidenheim,Bundesliga,27,33,32,2788,31.0,0,0,0,0,0.00,0.00,0.02,0.03,0.04,0.02,0.04
891,Thomas Foket,BEL,DF,Reims,Ligue 1,28,27,22,1833,20.4,0,1,1,0,0.00,0.05,0.01,0.04,0.05,0.01,0.05
892,Michael Folorunsho,ITA,"MF,FW",Hellas Verona,Serie A,25,34,33,2781,30.9,5,1,6,5,0.16,0.03,0.13,0.04,0.17,0.13,0.17
893,Tiago Fonseca Morais,POR,FW,Lille,Ligue 1,19,3,0,46,0.5,0,0,0,0,0.00,0.00,0.70,0.00,0.70,0.70,0.70
894,Pablo Fornals,ESP,"MF,FW",West Ham,Premier League,27,15,4,426,4.7,0,0,0,0,0.00,0.00,0.07,0.07,0.13,0.07,0.13
895,Pablo Fornals,ESP,"FW,MF",Betis,La Liga,27,15,14,1148,12.8,3,2,5,3,0.24,0.16,0.14,0.13,0.27,0.14,0.27
896,Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,31,14,5,464,5.2,2,1,3,2,0.39,0.19,0.27,0.17,0.44,0.11,0.28
897,Omari Forson,ENG,FW,Manchester Utd,Premier League,19,4,1,70,0.8,0,1,1,0,0.00,1.29,0.04,0.23,0.27,0.04,0.27
898,Philipp Förster,GER,"MF,FW",Bochum,Bundesliga,28,13,3,385,4.3,0,0,0,0,0.00,0.00,0.11,0.11,0.22,0.11,0.22
899,Héctor Fort,ESP,DF,Barcelona,La Liga,16,7,4,318,3.5,0,2,2,0,0.00,0.57,0.00,0.23,0.23,0.00,0.23
900,Lyle Foster,RSA,"FW,MF",Burnley,Premier League,22,24,22,1899,21.1,5,3,8,5,0.24,0.14,0.21,0.09,0.30,0.21,0.30
901,Dimitri Foulquier,FRA,"DF,MF",Valencia,La Liga,30,33,19,1842,20.5,0,0,0,0,0.00,0.00,0.03,0.06,0.09,0.03,0.09
902,Juan Foyth,ARG,DF,Villarreal,La Liga,25,12,12,1062,11.8,1,1,2,1,0.08,0.08,0.03,0.08,0.11,0.03,0.11
903,Matheus França,BRA,"MF,FW",Crystal Palace,Premier League,19,10,1,232,2.6,0,1,1,0,0.00,0.39,0.14,0.34,0.48,0.14,0.48
904,Bartol Franjić,CRO,MF,Darmstadt 98,Bundesliga,23,20,14,1229,13.7,0,1,1,0,0.00,0.07,0.02,0.02,0.04,0.02,0.04
905,Przemysław Frankowski,POL,DF,Lens,Ligue 1,28,30,24,2192,24.4,3,2,5,2,0.12,0.08,0.15,0.16,0.31,0.09,0.24
906,Nathan Fraser,IRL,FW,Wolves,Premier League,18,7,1,186,2.1,0,0,0,0,0.00,0.00,0.16,0.04,0.19,0.16,0.19
907,Davide Frattesi,ITA,MF,Inter,Serie A,23,32,6,955,10.6,6,3,9,6,0.57,0.28,0.67,0.18,0.85,0.67,0.85
908,Jean Frederic N'Guessan,CIV,"MF,FW",Metz,Ligue 1,20,6,1,110,1.2,0,0,0,0,0.00,0.00,0.07,0.00,0.07,0.07,0.07
909,Morten Frendrup,DEN,MF,Genoa,Serie A,22,37,36,3145,34.9,2,5,7,2,0.06,0.14,0.05,0.05,0.09,0.05,0.09
910,Remo Freuler,SUI,MF,Bologna,Serie A,31,32,30,2624,29.2,1,1,2,1,0.03,0.03,0.04,0.04,0.08,0.04,0.08
911,Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,25,25,25,2197,24.4,1,0,1,1,0.04,0.00,0.01,0.00,0.01,0.01,0.01
912,Marvin Friedrich,GER,DF,Gladbach,Bundesliga,27,24,17,1566,17.4,0,0,0,0,0.00,0.00,0.03,0.01,0.04,0.03,0.04
913,Jeremie Frimpong,NED,DF,Leverkusen,Bundesliga,22,31,27,2251,25.0,9,7,16,9,0.36,0.28,0.33,0.23,0.56,0.33,0.56
914,Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,26,36,14,1549,17.2,2,0,2,2,0.12,0.00,0.15,0.08,0.23,0.15,0.23
915,Chris Führich,GER,"FW,MF",Stuttgart,Bundesliga,25,34,33,2567,28.5,8,7,15,8,0.28,0.25,0.23,0.28,0.51,0.20,0.49
916,Shiō Fukuda,JPN,"FW,MF",Gladbach,Bundesliga,19,5,0,36,0.4,0,0,0,0,0.00,0.00,0.40,0.07,0.47,0.40,0.47
917,Angelo Fulgini,FRA,MF,Lens,Ligue 1,26,29,16,1376,15.3,1,2,3,1,0.07,0.13,0.21,0.21,0.42,0.21,0.42
918,Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,30,2,2,180,2.0,0,0,0,0,0.00,0.00,0.23,0.13,0.36,0.23,0.36
