,Player,Market Value,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Gls/90,Ast/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp90,Att90,Cmp%,PassTotDist90,PassPrgDist90,xAG,xA,A-xAG,KP90,Pass1/3(90),PPA90,CrsPA90,PrgP90,Touches90,TakeOnAtt90,TakeOnSucc90,Succ%,Carries90,CarriesTotDist90,CarriesPrgDist90,PrgC90,Caries1/3(90),CPA90,Mis90,Dis90,Rec90,PrgR90,TklAPlayers90,TklW90,TklADribblers90,TklAttDri90,Tkl%,Bl90,ShBl90,PassBl90,Int90,Clr90,Err90
83,Miguel Gutiérrez,25.0,ESP,DF,Girona,La Liga,22.0,35,35,3032,33.7,2,7,9,2,0.06,0.21,0.08,0.22,0.3,0.08,0.3,34,5,14.7,1.01,0.15,0.06,0.4,22.3,2.8,2.8,0.08,-0.8,-0.8,47.33,55.04,86.0,730.65,194.27,7.5,6.8,-0.5,1.25,3.03,1.66,0.56,4.33,64.74777448071217,1.869436201780416,0.7418397626112759,39.7,37.92284866468842,206.3501483679525,91.2759643916914,2.1958456973293767,2.047477744807121,0.4451038575667655,1.691394658753709,0.9495548961424332,42.34421364985163,5.45994065281899,0.86,0.53,0.39,1.04,37.1,0.8,0.33,0.47,0.65,1.96,0.06
89,Antonee Robinson,25.0,USA,DF,Fulham,Premier League,25.0,37,37,3265,36.3,0,6,6,0,0.0,0.17,0.02,0.11,0.13,0.02,0.13,16,7,43.8,0.44,0.19,0.0,0.0,22.9,0.7,0.7,0.04,-0.7,-0.7,41.71,56.58,73.7,752.18,270.8,4.2,3.7,1.8,0.91,3.11,1.27,0.72,3.55,69.86225895316805,2.231404958677686,1.019283746556474,45.7,34.90358126721763,207.9063360881543,110.30303030303033,2.7272727272727275,1.928374655647383,0.2479338842975206,1.294765840220386,0.4407713498622589,37.90633608815428,5.34435261707989,2.56,1.6,1.43,3.03,47.3,1.54,0.22,1.32,2.2,3.22,0.08
87,Andrea Cambiaso,25.0,ITA,"DF,FW",Juventus,Serie A,23.0,34,28,2372,26.4,2,3,5,2,0.08,0.11,0.08,0.15,0.23,0.08,0.23,29,8,27.6,1.1,0.3,0.07,0.25,18.6,2.2,2.2,0.08,-0.2,-0.2,38.14,45.72,83.4,612.61,133.56,3.9,3.8,-0.9,1.44,1.52,0.91,0.42,2.69,54.88636363636364,2.310606060606061,0.9848484848484848,42.6,32.46212121212121,205.0378787878788,107.27272727272728,3.2954545454545454,2.007575757575758,0.8712121212121212,1.4393939393939394,0.7954545454545455,37.61363636363637,6.515151515151516,1.78,1.14,0.95,1.63,58.1,1.06,0.11,0.95,0.42,0.98,0.04
86,Nathan Collins,25.0,IRL,DF,Brentford,Premier League,22.0,32,29,2652,29.5,1,1,2,1,0.03,0.03,0.06,0.07,0.13,0.06,0.13,10,2,20.0,0.34,0.07,0.1,0.5,9.9,1.7,1.7,0.17,-0.7,-0.7,42.75,52.61,81.3,795.59,297.36,2.2,1.1,-1.2,0.37,2.64,0.2,0.0,3.29,63.69491525423729,0.576271186440678,0.3728813559322034,64.7,33.86440677966102,157.89830508474577,89.35593220338983,0.3728813559322034,0.5084745762711864,0.0,0.7457627118644068,0.4406779661016949,38.16949152542373,0.6101694915254238,1.29,0.68,0.64,0.98,65.5,1.56,1.02,0.54,1.49,4.78,0.14
85,Facundo Medina,25.0,ARG,DF,Lens,Ligue 1,24.0,31,30,2714,30.2,1,3,4,1,0.03,0.1,0.04,0.06,0.1,0.04,0.1,19,12,63.2,0.63,0.4,0.05,0.08,18.6,1.1,1.1,0.06,-0.1,-0.1,60.36,69.93,86.3,1069.4,395.83,1.8,2.6,1.2,0.83,6.79,1.03,0.23,7.25,78.37748344370861,1.0596026490066226,0.5960264900662252,56.3,61.12582781456954,369.8344370860928,199.66887417218544,1.6887417218543046,1.7549668874172186,0.1324503311258278,0.9933774834437088,0.4966887417218543,55.0,0.6622516556291391,2.12,1.26,1.46,2.28,63.8,1.26,0.43,0.83,0.79,1.95,0.07
84,Malick Thiaw,25.0,GER,DF,Milan,Serie A,21.0,21,19,1619,18.0,0,1,1,0,0.0,0.06,0.03,0.01,0.04,0.03,0.04,5,1,20.0,0.28,0.06,0.0,0.0,12.7,0.6,0.6,0.12,-0.6,-0.6,60.22,65.78,91.6,1145.89,349.5,0.1,0.2,0.9,0.22,3.44,0.11,0.0,3.89,74.83333333333333,0.6111111111111112,0.4444444444444444,72.7,50.0,267.94444444444446,138.94444444444446,0.8333333333333334,0.3333333333333333,0.0,0.3888888888888889,0.2777777777777778,54.61111111111112,0.0555555555555555,1.89,0.94,0.67,1.39,48.0,1.28,0.72,0.56,0.72,3.06,0.0
79,Tyrick Mitchell,25.0,ENG,"DF,MF",Crystal Palace,Premier League,23.0,37,37,3204,35.6,2,3,5,2,0.06,0.08,0.04,0.08,0.12,0.04,0.12,12,4,33.3,0.34,0.11,0.17,0.5,12.4,1.6,1.6,0.13,0.4,0.4,33.06,45.7,72.3,522.13,222.67,2.8,2.4,0.2,0.67,2.08,0.81,0.34,2.64,57.24719101123596,1.0393258426966292,0.5056179775280899,48.6,22.97752808988764,91.37640449438202,43.93258426966292,0.898876404494382,0.6460674157303371,0.2528089887640449,1.2921348314606742,0.7865168539325842,27.5,4.466292134831461,2.95,1.69,1.21,1.69,71.7,1.77,0.28,1.49,0.73,2.92,0.0
82,Radu Drăgușin,25.0,ROU,DF,Genoa,Serie A,21.0,19,19,1710,19.0,2,1,3,2,0.11,0.05,0.05,0.04,0.1,0.05,0.1,17,4,23.5,0.89,0.21,0.12,0.5,12.5,1.0,1.0,0.06,1.0,1.0,31.16,37.95,82.1,550.53,177.47,0.8,0.9,0.2,0.37,1.16,0.11,0.0,1.53,47.8421052631579,0.0526315789473684,0.0,0.0,23.526315789473685,99.89473684210526,48.526315789473685,0.3157894736842105,0.3157894736842105,0.0526315789473684,0.2631578947368421,0.2105263157894736,26.05263157894737,0.6842105263157895,0.84,0.58,0.42,0.47,88.9,0.95,0.63,0.32,1.11,4.58,0.16
81,Yan Couto,25.0,BRA,"DF,FW",Girona,La Liga,21.0,34,24,2245,24.9,1,8,9,1,0.04,0.32,0.06,0.17,0.23,0.06,0.23,29,11,37.9,1.16,0.44,0.03,0.09,21.3,1.5,1.5,0.05,-0.5,-0.5,42.45,54.38,78.1,668.27,164.26,4.2,4.3,3.8,1.08,2.49,1.37,0.68,3.9,65.58232931726909,4.698795180722892,1.9277108433734944,41.0,41.566265060240966,341.8875502008032,191.5261044176707,6.06425702811245,3.453815261044177,1.6465863453815262,1.566265060240964,1.4859437751004017,43.6144578313253,9.63855421686747,1.81,1.37,0.8,1.61,50.0,0.56,0.08,0.48,0.4,1.24,0.04
80,Wilfried Singo,25.0,CIV,DF,Monaco,Ligue 1,22.0,25,24,2187,24.3,1,1,2,1,0.04,0.04,0.03,0.04,0.08,0.03,0.08,19,7,36.8,0.78,0.29,0.05,0.14,16.1,0.8,0.8,0.04,0.2,0.2,52.76,61.32,86.0,1002.63,356.95,1.0,1.1,0.0,0.58,5.14,0.62,0.12,5.97,72.18106995884773,1.6872427983539091,1.1934156378600822,70.7,53.04526748971193,304.8971193415638,142.22222222222223,1.5637860082304529,1.9753086419753083,0.1234567901234567,0.7407407407407407,0.2880658436213991,46.17283950617284,1.2757201646090537,1.4,1.03,0.7,1.07,65.4,1.11,0.58,0.53,2.1,3.33,0.08
88,Perr Schuurs,25.0,NED,DF,Torino,Serie A,23.0,9,9,770,8.6,1,0,1,1,0.12,0.0,0.08,0.0,0.08,0.08,0.08,7,1,14.3,0.82,0.12,0.14,1.0,25.5,0.7,0.7,0.1,0.3,0.3,41.74,47.21,88.4,753.26,217.21,0.0,0.4,0.0,0.0,1.98,0.12,0.12,2.21,58.13953488372093,0.2325581395348837,0.2325581395348837,100.0,33.139534883720934,149.88372093023256,65.34883720930233,1.0465116279069768,0.6976744186046512,0.0,1.0465116279069768,0.5813953488372093,34.418604651162795,0.4651162790697674,2.33,1.4,0.35,1.05,33.3,1.16,0.23,0.93,1.05,2.67,0.0
78,Michael Kayode,25.0,ITA,DF,Fiorentina,Serie A,19.0,26,22,2058,22.9,1,1,2,1,0.04,0.04,0.02,0.05,0.07,0.02,0.07,7,2,28.6,0.31,0.09,0.14,0.5,20.3,0.5,0.5,0.07,0.5,0.5,46.11,56.64,81.4,860.26,236.51,1.1,1.4,-0.1,0.66,2.97,1.0,0.66,3.49,67.117903930131,2.052401746724891,0.960698689956332,46.8,36.41921397379913,210.5240174672489,98.0349344978166,1.9650655021834065,1.3537117903930131,0.3056768558951965,1.310043668122271,0.3493449781659389,41.09170305676856,4.454148471615721,2.31,1.31,1.53,2.1,72.9,1.09,0.52,0.57,0.79,2.01,0.09
414,Aleix García,25.0,ESP,MF,Girona,La Liga,26.0,37,36,3199,35.5,3,6,9,3,0.08,0.17,0.05,0.16,0.21,0.05,0.21,39,12,30.8,1.1,0.34,0.08,0.25,26.4,1.8,1.8,0.05,1.2,1.2,72.31,82.68,87.5,1324.42,401.72,5.5,6.0,0.5,1.61,8.62,0.76,0.23,8.28,90.70422535211269,0.676056338028169,0.4225352112676056,62.5,54.16901408450704,262.92957746478874,129.69014084507043,1.6338028169014085,1.2394366197183098,0.0845070422535211,0.7323943661971831,0.4225352112676056,67.69014084507042,1.4647887323943662,1.38,0.79,0.79,1.52,51.9,1.27,0.48,0.79,1.01,1.49,0.08
412,Denis Zakaria,25.0,SUI,"MF,DF",Monaco,Ligue 1,26.0,25,24,2137,23.7,4,0,4,4,0.17,0.0,0.06,0.05,0.11,0.06,0.11,26,10,38.5,1.09,0.42,0.15,0.4,21.6,1.4,1.4,0.05,2.6,2.6,45.61,49.96,91.3,795.15,251.52,1.1,1.1,-1.1,0.46,4.3,0.42,0.17,4.51,60.42194092827005,1.6455696202531649,1.2236286919831223,74.4,47.130801687763714,244.59915611814347,116.70886075949367,1.139240506329114,1.6455696202531649,0.1687763713080168,1.2658227848101269,0.5063291139240507,41.77215189873418,0.9704641350210972,1.6,1.14,0.51,1.27,40.0,1.65,0.55,1.1,1.98,1.73,0.0
90,Marc Cucurella,25.0,ESP,DF,Chelsea,Premier League,25.0,21,20,1782,19.8,0,2,2,0,0.0,0.1,0.06,0.05,0.11,0.06,0.11,8,4,50.0,0.4,0.2,0.0,0.0,14.4,1.1,1.1,0.14,-1.1,-1.1,52.32,60.4,86.6,763.13,222.63,1.1,1.2,0.9,0.96,2.58,0.35,0.2,2.53,72.02020202020202,0.6565656565656566,0.202020202020202,30.8,33.18181818181818,144.49494949494948,79.74747474747474,1.5656565656565655,0.7575757575757576,0.1515151515151515,0.7575757575757576,0.303030303030303,44.090909090909086,3.686868686868687,3.13,1.92,1.72,3.23,53.1,1.82,0.66,1.16,1.11,2.42,0.0
409,Angel Gomes,25.0,ENG,MF,Lille,Ligue 1,22.0,31,29,2571,28.6,0,8,8,0,0.0,0.28,0.07,0.22,0.29,0.07,0.29,34,7,20.6,1.19,0.25,0.0,0.0,23.6,2.0,2.0,0.06,-2.0,-2.0,54.76,61.22,89.4,974.62,246.92,6.2,6.0,1.8,1.68,5.73,1.57,0.03,7.13,67.83216783216783,1.2237762237762235,0.7692307692307692,62.9,57.48251748251748,295.94405594405595,130.52447552447552,1.7132867132867131,1.958041958041958,0.2447552447552447,0.9090909090909092,0.5244755244755245,55.55944055944056,2.4825174825174825,0.91,0.45,0.49,1.12,43.8,0.8,0.21,0.59,0.63,0.98,0.03
92,Kevin Danso,25.0,AUT,DF,Lens,Ligue 1,24.0,30,30,2655,29.5,1,0,1,1,0.03,0.0,0.06,0.01,0.07,0.06,0.07,21,5,23.8,0.71,0.17,0.05,0.2,14.2,1.8,1.8,0.09,-0.8,-0.8,51.12,58.27,87.7,937.59,370.37,0.4,0.7,-0.4,0.27,4.14,0.2,0.0,4.51,68.13559322033899,0.5423728813559322,0.3728813559322034,68.8,47.83050847457627,301.0169491525424,170.77966101694915,0.9152542372881356,0.9830508474576272,0.0,0.8135593220338984,0.2711864406779661,41.898305084745765,0.1016949152542373,0.81,0.47,0.51,1.02,50.0,1.46,1.02,0.44,0.78,3.9,0.03
411,Sean Longstaff,25.0,ENG,MF,Newcastle Utd,Premier League,25.0,35,30,2747,30.5,6,2,8,6,0.2,0.07,0.22,0.07,0.29,0.22,0.29,41,15,36.6,1.34,0.49,0.15,0.4,14.5,6.6,6.6,0.16,-0.6,-0.6,32.49,40.69,79.9,502.1,163.28,2.3,3.0,-0.3,0.66,2.69,0.85,0.13,4.75,50.26229508196721,0.7540983606557377,0.360655737704918,47.8,26.262295081967213,109.21311475409836,45.704918032786885,0.7868852459016393,0.7868852459016393,0.2295081967213114,1.1147540983606556,1.147540983606557,35.278688524590166,3.80327868852459,1.77,0.98,0.79,2.07,38.1,1.41,0.23,1.18,0.56,0.75,0.0
408,Mattéo Guendouzi,25.0,FRA,MF,Lazio,Serie A,24.0,33,27,2367,26.3,2,3,5,2,0.08,0.11,0.06,0.09,0.15,0.06,0.15,26,6,23.1,0.99,0.23,0.08,0.33,19.2,1.6,1.6,0.06,0.4,0.4,35.21,42.55,82.8,575.29,138.1,2.3,2.4,0.7,0.87,3.99,1.1,0.3,4.52,50.3041825095057,0.8365019011406843,0.2661596958174905,31.8,27.45247148288973,157.4144486692015,74.44866920152091,1.7490494296577943,1.254752851711027,0.1520912547528517,0.9505703422053232,0.494296577946768,37.0722433460076,3.003802281368821,1.29,0.57,0.8,1.86,42.9,0.91,0.23,0.68,0.8,0.91,0.04
410,Yangel Herrera,25.0,VEN,MF,Girona,La Liga,25.0,29,27,2107,23.4,5,0,5,5,0.21,0.0,0.21,0.1,0.31,0.21,0.31,52,18,34.6,2.22,0.77,0.1,0.28,16.5,4.9,4.9,0.09,0.1,0.1,41.54,48.59,85.5,621.58,145.0,2.4,1.9,-2.4,0.77,3.38,0.64,0.3,3.93,62.05128205128206,1.324786324786325,0.9401709401709404,71.0,34.35897435897436,160.04273504273505,71.4957264957265,1.324786324786325,1.3675213675213675,0.1709401709401709,2.0512820512820515,2.1367521367521367,43.88888888888889,3.247863247863248,2.74,1.58,1.28,2.39,53.6,1.28,0.34,0.94,1.03,1.92,0.04
680,Antony,25.0,BRA,FW,Manchester Utd,Premier League,23.0,29,15,1324,14.7,1,1,2,1,0.07,0.07,0.23,0.19,0.42,0.23,0.42,43,15,34.9,2.92,1.02,0.02,0.07,18.9,3.4,3.4,0.08,-2.4,-2.4,31.84,40.48,78.7,420.07,109.39,2.8,1.9,-1.8,1.5,1.77,1.97,0.2,4.35,55.44217687074831,4.829931972789116,1.7687074829931977,36.6,37.3469387755102,253.265306122449,132.85714285714286,3.605442176870748,2.517006802721089,1.5646258503401362,1.7687074829931977,1.2925170068027212,38.84353741496599,10.136054421768709,2.72,1.43,1.36,2.72,50.0,1.97,0.07,1.9,0.82,0.61,0.0
418,Denzel Dumfries,24.0,NED,DF,Inter,Serie A,27.0,31,19,1639,18.2,4,4,8,4,0.22,0.22,0.12,0.27,0.39,0.12,0.39,24,6,25.0,1.32,0.33,0.17,0.67,11.8,2.3,2.3,0.09,1.7,1.7,33.74,44.01,76.7,547.03,160.71,4.9,3.2,-0.9,1.48,1.87,1.59,0.71,2.8,53.681318681318686,1.8131868131868127,0.7692307692307693,42.4,27.582417582417584,139.12087912087912,61.5934065934066,2.747252747252748,1.043956043956044,0.6043956043956045,1.5934065934065935,0.4945054945054945,34.395604395604394,8.076923076923077,1.21,0.71,0.49,1.26,39.1,0.82,0.33,0.49,0.66,1.81,0.05
417,Lewis Ferguson,24.0,SCO,MF,Bologna,Serie A,23.0,31,31,2712,30.1,6,3,9,6,0.2,0.1,0.18,0.08,0.26,0.18,0.26,60,20,33.3,1.99,0.66,0.1,0.3,16.0,5.4,5.4,0.09,0.6,0.6,52.19,59.07,88.4,751.13,150.07,2.3,2.7,0.7,1.06,4.82,0.83,0.1,4.72,67.87375415282392,1.1295681063122922,0.4651162790697674,41.2,40.29900332225913,192.7906976744186,85.38205980066445,1.893687707641196,1.495016611295681,0.4318936877076412,0.7308970099667774,0.7308970099667774,54.6843853820598,4.584717607973421,1.23,0.7,0.53,1.23,43.2,0.83,0.27,0.56,0.56,0.9,0.03
693,Pedro,23.0,ESP,"FW,MF",Lazio,Serie A,36.0,33,5,816,9.1,1,1,2,1,0.11,0.11,0.17,0.23,0.39,0.17,0.39,11,4,36.4,1.21,0.44,0.09,0.25,20.0,1.5,1.5,0.14,-0.5,-0.5,39.23,47.36,82.8,557.36,107.03,2.1,1.5,-1.1,1.87,2.42,1.43,0.44,3.63,60.54945054945056,3.5164835164835164,1.5384615384615383,43.8,36.70329670329671,229.01098901098905,100.76923076923076,3.406593406593407,3.296703296703297,0.4395604395604395,3.186813186813187,1.868131868131868,48.57142857142858,8.901098901098901,1.76,1.32,0.33,1.32,25.0,1.76,0.22,1.54,0.33,0.11,0.0
695,Nathan Tella,23.0,NGA,"DF,MF",Leverkusen,Bundesliga,24.0,24,8,819,9.1,5,2,7,5,0.55,0.22,0.38,0.35,0.73,0.38,0.73,21,11,52.4,2.31,1.21,0.24,0.45,15.1,3.5,3.5,0.17,1.5,1.5,30.66,38.57,79.5,433.63,107.58,3.2,2.9,-1.2,1.54,0.99,1.98,0.55,3.08,52.96703296703297,4.725274725274725,0.7692307692307693,16.3,32.527472527472526,196.81318681318683,106.5934065934066,3.8461538461538463,1.6483516483516485,1.7582417582417582,1.978021978021978,1.6483516483516485,37.362637362637365,12.527472527472527,1.43,0.88,0.55,1.1,50.0,1.1,0.0,1.1,0.33,0.88,0.0
419,Carlos Baleba,22.0,CMR,MF,Brighton,Premier League,19.0,27,15,1325,14.7,0,0,0,0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,21,5,23.8,1.43,0.34,0.0,0.0,24.4,0.8,0.8,0.04,-0.8,-0.8,48.5,52.72,92.0,722.31,148.64,0.3,0.3,-0.3,0.54,2.59,0.2,0.0,3.4,65.64625850340137,1.4965986394557824,0.7482993197278912,50.0,38.84353741496599,197.4829931972789,96.80272108843538,1.2925170068027212,1.2925170068027212,0.0680272108843537,1.08843537414966,1.08843537414966,45.17006802721089,0.6122448979591837,2.72,1.36,1.56,3.13,50.0,2.38,0.48,1.9,1.22,2.04,0.2
102,José María Giménez,22.0,URU,DF,Atlético Madrid,La Liga,28.0,22,14,1326,14.7,0,0,0,0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,7,1,14.3,0.48,0.07,0.0,0.0,12.4,0.4,0.4,0.06,-0.4,-0.4,38.23,44.42,86.1,797.14,328.03,0.1,0.1,-0.1,0.14,1.84,0.0,0.0,1.77,56.19047619047619,0.2040816326530612,0.1360544217687075,66.7,28.50340136054422,127.27891156462586,61.292517006802726,0.1360544217687075,0.0,0.0,0.1360544217687075,0.0,34.761904761904766,0.0680272108843537,1.22,0.68,0.34,1.09,31.3,1.09,0.82,0.27,0.68,6.46,0.0
98,Aitor Paredes,22.0,ESP,DF,Athletic Club,La Liga,23.0,34,31,2704,30.0,1,0,1,1,0.03,0.0,0.04,0.01,0.05,0.04,0.05,14,3,21.4,0.47,0.1,0.07,0.33,9.7,1.2,1.2,0.08,-0.2,-0.2,44.37,51.87,85.5,890.0,333.77,0.2,0.4,-0.2,0.13,2.27,0.2,0.0,3.57,59.96666666666667,0.1,0.0666666666666666,66.7,33.46666666666667,170.53333333333333,86.9,0.2,0.0666666666666666,0.0,0.3,0.0666666666666666,38.9,0.0333333333333333,0.67,0.37,0.23,0.47,50.0,0.77,0.37,0.4,1.1,3.47,0.0
100,Igor Zubeldia,22.0,ESP,DF,Real Sociedad,La Liga,26.0,30,29,2518,28.0,0,2,2,0,0.0,0.07,0.03,0.04,0.07,0.03,0.07,12,0,0.0,0.43,0.0,0.0,,13.4,0.8,0.8,0.06,-0.8,-0.8,52.71,62.36,84.5,1083.96,336.54,1.1,0.8,0.9,0.36,3.54,0.14,0.0,4.61,70.82142857142857,0.2857142857142857,0.1428571428571428,50.0,43.892857142857146,269.17857142857144,168.75,1.0,0.0714285714285714,0.0,0.5,0.1071428571428571,47.0,0.0,1.14,0.89,0.68,0.93,73.1,1.0,0.68,0.32,1.14,3.46,0.11
99,Marcos Senesi,22.0,ARG,DF,Bournemouth,Premier League,26.0,31,26,2242,24.9,4,5,9,4,0.16,0.2,0.08,0.07,0.15,0.08,0.15,13,4,30.8,0.52,0.16,0.31,1.0,12.3,2.0,2.0,0.16,2.0,2.0,40.36,52.09,77.5,874.02,377.31,1.7,2.5,3.3,0.88,6.27,1.24,0.44,5.1,64.81927710843374,0.8032128514056225,0.4417670682730923,55.0,36.54618473895582,192.3293172690763,124.41767068273091,1.244979919678715,1.3654618473895583,0.1204819277108433,0.7630522088353414,0.4417670682730923,38.152610441767074,0.1606425702811245,2.21,1.29,0.96,2.25,42.9,2.01,0.92,1.08,1.41,4.38,0.04
101,Ferland Mendy,22.0,FRA,DF,Real Madrid,La Liga,28.0,23,21,1720,19.1,0,0,0,0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,5,1,20.0,0.26,0.05,0.0,0.0,19.8,0.2,0.2,0.05,-0.2,-0.2,62.88,66.75,94.2,858.43,255.24,0.9,0.7,-0.9,0.58,3.3,0.52,0.05,4.4,73.7696335078534,1.4659685863874343,0.6806282722513088,46.4,44.92146596858638,181.88481675392669,78.7958115183246,0.9947643979057592,1.099476439790576,0.1570680628272251,1.0471204188481675,0.7329842931937173,53.71727748691099,5.026178010471204,0.79,0.52,0.58,0.73,78.6,0.63,0.1,0.52,0.68,1.36,0.05
701,Patrik Schick,22.0,CZE,FW,Leverkusen,Bundesliga,27.0,20,12,1063,11.8,7,0,7,6,0.59,0.0,0.51,0.08,0.59,0.44,0.53,39,12,30.8,3.3,1.02,0.15,0.5,12.7,6.0,5.3,0.13,1.0,0.7,15.59,19.58,79.7,187.97,26.86,1.0,1.6,-1.0,0.68,0.68,0.42,0.0,1.44,29.66101694915254,2.11864406779661,0.6779661016949152,32.0,16.1864406779661,68.98305084745762,22.457627118644066,0.5932203389830508,0.3389830508474576,0.423728813559322,1.9491525423728813,1.4406779661016949,23.813559322033896,7.4576271186440675,0.51,0.34,0.08,0.42,20.0,0.17,0.0,0.17,0.08,0.59,0.0
700,Dominic Calvert-Lewin,22.0,ENG,FW,Everton,Premier League,26.0,32,26,2171,24.1,7,2,9,5,0.29,0.08,0.54,0.13,0.66,0.47,0.6,71,28,39.4,2.94,1.16,0.07,0.18,13.9,12.9,11.4,0.16,-5.9,-6.4,10.29,18.26,56.4,121.04,26.85,3.1,1.6,-1.1,0.79,0.54,0.5,0.0,1.29,30.622406639004147,1.784232365145228,0.5809128630705394,32.6,14.813278008298754,85.80912863070539,32.946058091286304,1.4937759336099583,0.871369294605809,0.9128630705394192,2.697095435684647,1.0373443983402488,23.443983402489625,5.062240663900415,0.54,0.25,0.08,0.62,13.3,0.58,0.17,0.41,0.17,1.58,0.0
698,Youssoufa Moukoko,22.0,GER,FW,Dortmund,Bundesliga,18.0,20,4,625,6.9,5,0,5,5,0.72,0.0,0.56,0.05,0.61,0.56,0.61,14,7,50.0,2.02,1.01,0.36,0.71,13.0,3.9,3.9,0.28,1.1,1.1,15.07,18.55,81.3,191.74,47.1,0.3,0.7,-0.3,1.01,0.87,0.87,0.0,2.17,28.84057971014493,3.4782608695652173,1.5942028985507246,45.8,18.26086956521739,99.27536231884058,42.17391304347826,2.318840579710145,1.1594202898550725,1.4492753623188406,3.043478260869565,1.4492753623188406,18.98550724637681,3.913043478260869,0.58,0.14,0.43,1.01,42.9,0.58,0.14,0.43,0.29,0.58,0.0
697,Anthony Elanga,22.0,SWE,"FW,MF",Nott'ham Forest,Premier League,21.0,36,25,2433,27.0,5,9,14,5,0.18,0.33,0.24,0.25,0.49,0.24,0.49,54,22,40.7,2.0,0.81,0.09,0.23,16.2,6.6,6.6,0.12,-1.6,-1.6,18.44,26.37,69.9,246.48,58.11,6.7,4.0,2.3,1.19,1.04,0.89,0.19,1.81,37.851851851851855,2.814814814814815,1.037037037037037,36.8,23.14814814814815,174.22222222222223,93.11111111111111,3.6296296296296298,2.0,1.5555555555555556,2.4814814814814814,0.8148148148148148,27.40740740740741,7.2592592592592595,1.22,0.7,0.63,1.33,47.2,0.81,0.07,0.74,0.3,0.74,0.04
97,Jarell Quansah,22.0,ENG,DF,Liverpool,Premier League,20.0,17,13,1190,13.2,2,0,2,2,0.15,0.0,0.08,0.01,0.08,0.08,0.08,6,4,66.7,0.45,0.3,0.33,0.5,10.6,1.0,1.0,0.17,1.0,1.0,78.64,88.79,88.6,1414.55,469.62,0.1,0.2,-0.1,0.23,5.23,0.08,0.0,5.08,97.27272727272728,0.5303030303030303,0.303030303030303,57.1,67.72727272727273,374.469696969697,189.16666666666669,0.9848484848484848,0.7575757575757576,0.0,0.2272727272727273,0.1515151515151515,72.12121212121212,0.0757575757575757,1.89,1.67,1.06,1.52,70.0,1.21,0.61,0.61,1.29,2.95,0.08
425,Philip Billing,22.0,DEN,MF,Bournemouth,Premier League,27.0,29,13,1398,15.5,2,2,4,2,0.13,0.13,0.16,0.21,0.36,0.16,0.36,30,8,26.7,1.93,0.52,0.07,0.25,20.6,2.5,2.5,0.08,-0.5,-0.5,26.06,34.65,75.2,389.48,115.55,3.2,2.1,-1.2,1.48,2.52,0.97,0.26,3.42,48.70967741935484,2.129032258064516,0.7741935483870968,36.4,23.61290322580645,114.3225806451613,51.483870967741936,1.4193548387096775,1.4838709677419355,0.3870967741935484,1.7419354838709675,1.096774193548387,28.258064516129032,4.064516129032258,2.13,1.03,0.58,1.74,33.3,2.0,0.32,1.68,1.29,1.81,0.06
421,Carlos Augusto,22.0,BRA,DF,Inter,Serie A,24.0,37,14,1725,19.2,0,3,3,0,0.0,0.16,0.05,0.15,0.2,0.05,0.2,22,6,27.3,1.15,0.31,0.0,0.0,17.1,1.0,1.0,0.05,-1.0,-1.0,47.97,57.24,83.8,767.71,252.71,2.8,2.1,0.2,0.99,2.34,0.78,0.47,2.81,66.92708333333334,1.09375,0.625,57.1,38.177083333333336,189.2708333333333,97.03125,2.1875,1.6666666666666667,0.625,1.09375,0.7291666666666667,45.625,4.583333333333334,1.51,1.09,0.78,1.15,68.2,1.04,0.42,0.62,0.83,2.71,0.0
422,James Garner,22.0,ENG,MF,Everton,Premier League,22.0,37,34,3004,33.4,1,2,3,1,0.03,0.06,0.08,0.14,0.22,0.08,0.22,41,10,24.4,1.23,0.3,0.02,0.1,22.1,2.7,2.7,0.07,-1.7,-1.7,28.68,37.25,77.0,481.05,132.69,4.6,3.7,-2.6,1.32,2.93,0.72,0.18,2.99,48.20359281437126,1.2275449101796407,0.5688622754491018,46.3,22.03592814371257,115.4491017964072,49.61077844311377,1.0778443113772456,1.1077844311377243,0.1497005988023952,0.9880239520958084,0.2994011976047904,25.65868263473054,2.275449101796408,2.49,1.32,1.05,2.46,42.7,1.35,0.42,0.93,1.35,1.41,0.03
699,Omar Marmoush,22.0,EGY,"FW,MF",Eint Frankfurt,Bundesliga,24.0,29,27,2301,25.6,12,6,18,10,0.47,0.23,0.46,0.17,0.63,0.39,0.57,77,31,40.3,3.01,1.21,0.13,0.32,17.6,11.6,10.1,0.13,0.4,-0.1,15.9,22.42,70.9,241.52,53.16,4.4,4.4,1.6,1.56,1.21,0.82,0.08,2.34,36.71875,4.375,1.5234375,34.8,25.2734375,184.1015625,84.1015625,3.4375,2.03125,1.5625,3.8671875,2.265625,27.34375,6.4453125,0.82,0.43,0.23,0.62,37.5,0.51,0.0,0.51,0.43,0.27,0.0
