,Player,Market Value,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Gls/90,Ast/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp90,Att90,Cmp%,PassTotDist90,PassPrgDist90,xAG,xA,A-xAG,KP90,Pass1/3(90),PPA90,CrsPA90,PrgP90,Touches90,TakeOnAtt90,TakeOnSucc90,Succ%,Carries90,CarriesTotDist90,CarriesPrgDist90,PrgC90,Caries1/3(90),CPA90,Mis90,Dis90,Rec90,PrgR90,TklAPlayers90,TklW90,TklADribblers90,TklAttDri90,Tkl%,Bl90,ShBl90,PassBl90,Int90,Clr90,Err90
75,Vitaliy Mykolenko,28.0,UKR,DF,Everton,Premier League,24.0,28,28,2469,27.4,2,0,2,2,0.07,0.0,0.06,0.03,0.09,0.06,0.09,26,5,19.2,0.95,0.18,0.08,0.4,18.9,1.5,1.5,0.06,0.5,0.5,31.72,42.55,74.5,495.58,209.45,0.9,1.1,-0.9,0.47,1.68,0.62,0.36,2.01,54.78102189781022,1.131386861313869,0.6569343065693432,58.1,22.18978102189781,91.89781021897812,37.518248175182485,0.5109489051094891,0.8029197080291971,0.0,1.4233576642335768,0.4014598540145985,25.218978102189784,2.4817518248175183,2.52,1.39,1.5,2.41,62.1,1.31,0.4,0.91,1.31,3.36,0.0
235,Danilo,28.0,BRA,MF,Nott'ham Forest,Premier League,22.0,29,20,1792,19.9,2,2,4,2,0.1,0.1,0.09,0.08,0.17,0.09,0.17,23,7,30.4,1.16,0.35,0.09,0.29,21.0,1.8,1.8,0.08,0.2,0.2,29.6,38.09,77.7,527.54,162.76,1.5,0.7,0.5,1.01,3.72,0.7,0.0,4.17,49.09547738693468,1.306532663316583,0.8542713567839196,65.4,25.879396984924625,127.98994974874373,59.195979899497495,1.105527638190955,1.0050251256281408,0.1507537688442211,1.206030150753769,0.6532663316582915,29.74874371859297,1.407035175879397,1.81,0.9,1.06,2.31,45.7,1.66,0.4,1.26,1.76,2.11,0.0
398,Hugo Larsson,28.0,SWE,MF,Eint Frankfurt,Bundesliga,19.0,29,21,1886,21.0,2,1,3,2,0.1,0.05,0.06,0.07,0.13,0.06,0.13,10,4,40.0,0.48,0.19,0.2,0.5,19.9,1.3,1.3,0.13,0.7,0.7,39.76,45.95,86.5,661.76,159.33,1.4,1.5,-0.4,0.48,2.48,0.38,0.19,3.24,55.95238095238095,0.9047619047619048,0.3333333333333333,36.8,31.142857142857142,139.85714285714286,56.42857142857143,1.238095238095238,0.9047619047619048,0.1904761904761904,1.1904761904761905,0.3333333333333333,36.66666666666666,2.0,1.52,0.86,0.71,1.33,53.6,1.62,0.33,1.29,1.38,1.43,0.05
400,Mathias Jensen,28.0,DEN,MF,Brentford,Premier League,27.0,32,27,2204,24.5,3,3,6,3,0.12,0.12,0.03,0.16,0.19,0.03,0.19,14,7,50.0,0.57,0.29,0.21,0.43,26.7,0.7,0.7,0.05,2.3,2.3,35.71,49.06,72.8,711.14,258.69,4.0,4.8,-1.0,1.67,3.59,1.67,0.45,5.02,58.775510204081634,1.7959183673469388,0.7346938775510204,40.9,26.163265306122447,120.85714285714286,51.63265306122449,0.7755102040816326,0.6938775510204082,0.1224489795918367,1.2653061224489797,0.7346938775510204,31.346938775510203,2.693877551020408,2.2,1.31,1.06,3.88,27.4,1.67,0.24,1.43,0.94,1.02,0.04
675,Noni Madueke,28.0,ENG,FW,Chelsea,Premier League,21.0,23,13,1053,11.7,5,2,7,4,0.43,0.17,0.21,0.23,0.44,0.14,0.37,31,12,38.7,2.65,1.03,0.13,0.33,19.0,2.5,1.7,0.05,2.5,2.3,35.21,41.54,84.8,471.03,109.49,2.6,2.0,-0.6,1.71,1.97,1.11,0.17,4.44,56.92307692307693,7.350427350427351,3.1623931623931627,43.0,36.581196581196586,303.931623931624,187.26495726495727,6.495726495726496,3.076923076923077,3.247863247863248,2.1367521367521367,1.1965811965811963,43.07692307692308,11.623931623931623,1.37,0.85,0.94,2.91,32.4,0.94,0.0,0.94,0.34,1.2,0.0
402,Xaver Schlager,28.0,AUT,MF,RB Leipzig,Bundesliga,25.0,29,29,2477,27.5,0,5,5,0,0.0,0.18,0.04,0.09,0.13,0.04,0.13,21,3,14.3,0.76,0.11,0.0,0.0,26.0,1.1,1.1,0.05,-1.1,-1.1,57.71,65.38,88.3,956.8,274.58,2.6,3.1,2.4,0.98,7.13,0.8,0.07,8.36,74.9090909090909,1.1636363636363636,0.6909090909090909,59.4,47.345454545454544,261.2,161.56363636363636,2.6545454545454548,1.7454545454545454,0.0727272727272727,1.1636363636363636,0.9818181818181818,53.49090909090909,1.6363636363636365,2.95,1.82,0.76,1.93,39.6,1.49,0.29,1.2,0.69,0.98,0.0
674,Jamie Bynoe-Gittens,28.0,ENG,"FW,MF",Dortmund,Bundesliga,18.0,25,14,1058,11.8,1,4,5,1,0.09,0.34,0.19,0.24,0.43,0.19,0.43,43,11,25.6,3.66,0.94,0.02,0.09,19.3,2.2,2.2,0.05,-1.2,-1.2,24.07,30.76,78.2,311.95,62.03,2.8,3.0,1.2,1.53,1.19,1.27,0.17,2.2,48.644067796610166,8.389830508474576,3.644067796610169,43.4,33.813559322033896,288.8135593220339,141.44067796610167,5.423728813559322,4.23728813559322,3.389830508474576,2.966101694915254,2.6271186440677963,36.77966101694915,8.898305084745763,1.19,0.59,0.17,1.44,11.8,0.93,0.17,0.76,0.34,0.59,0.0
401,Manuel Locatelli,28.0,ITA,MF,Juventus,Serie A,25.0,36,34,3008,33.4,1,4,5,1,0.03,0.12,0.04,0.04,0.08,0.04,0.08,24,3,12.5,0.72,0.09,0.04,0.33,22.3,1.3,1.3,0.06,-0.3,-0.3,50.99,59.52,85.7,1035.78,333.35,1.4,2.4,2.6,0.78,6.86,0.9,0.15,6.95,68.41317365269461,0.5688622754491018,0.3892215568862275,68.4,37.78443113772455,165.41916167664672,80.89820359281437,0.62874251497006,1.1077844311377243,0.059880239520958,0.5688622754491018,0.5089820359281437,48.02395209580838,0.7784431137724551,2.07,1.29,0.93,1.74,53.4,1.29,0.51,0.78,0.75,1.95,0.0
72,Aaron Hickey,28.0,SCO,DF,Brentford,Premier League,21.0,9,9,713,7.9,0,0,0,0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,7,1,14.3,0.88,0.13,0.0,0.0,25.3,0.2,0.2,0.03,-0.2,-0.2,30.76,35.06,87.7,482.66,113.16,0.1,0.1,-0.1,0.13,1.27,0.25,0.0,2.66,45.063291139240505,1.7721518987341771,0.6329113924050632,35.7,26.83544303797468,140.126582278481,63.92405063291139,1.1392405063291138,0.3797468354430379,0.1265822784810126,1.7721518987341771,0.6329113924050632,28.481012658227847,1.6455696202531644,2.03,1.14,0.89,0.89,100.0,0.89,0.38,0.51,0.38,1.27,0.0
403,Stanislav Lobotka,28.0,SVK,MF,Napoli,Serie A,28.0,38,38,3282,36.5,0,1,1,0,0.0,0.03,0.02,0.04,0.05,0.02,0.05,14,4,28.6,0.38,0.11,0.0,0.0,26.9,0.6,0.6,0.04,-0.6,-0.6,57.01,62.41,91.4,945.32,244.0,1.3,1.6,-0.3,0.63,5.81,0.6,0.03,5.15,68.98630136986301,0.9041095890410958,0.410958904109589,45.5,39.6986301369863,188.6027397260274,74.82191780821918,0.7945205479452054,1.2876712328767124,0.0547945205479452,0.684931506849315,0.3561643835616438,50.71232876712329,0.9315068493150684,1.67,1.07,0.66,1.64,40.0,0.82,0.22,0.6,0.82,0.79,0.0
76,Ben Chilwell,28.0,ENG,DF,Chelsea,Premier League,26.0,13,9,756,8.4,0,1,1,0,0.0,0.12,0.14,0.26,0.41,0.14,0.41,12,4,33.3,1.43,0.48,0.0,0.0,16.6,1.2,1.2,0.1,-1.2,-1.2,44.4,58.93,75.4,622.62,184.76,2.2,1.8,-1.2,1.67,3.45,0.24,0.24,2.98,72.02380952380952,2.261904761904762,0.8333333333333333,36.8,39.64285714285714,203.92857142857144,100.47619047619048,2.619047619047619,1.6666666666666663,0.5952380952380952,2.5,0.5952380952380952,46.90476190476191,7.023809523809524,1.79,1.19,0.6,0.95,62.5,1.31,0.36,0.95,0.48,2.26,0.12
236,Danilo,28.0,BRA,DF,Juventus,Serie A,32.0,29,27,2452,27.2,1,1,2,1,0.04,0.04,0.05,0.03,0.08,0.05,0.08,17,2,11.8,0.62,0.07,0.06,0.5,19.1,1.3,1.3,0.08,-0.3,-0.3,58.49,67.98,86.0,1152.79,405.4,0.9,1.0,0.1,0.77,5.44,0.51,0.15,5.92,77.86764705882354,0.4411764705882353,0.2941176470588235,66.7,38.97058823529412,174.3014705882353,92.02205882352942,0.6617647058823529,0.5147058823529412,0.0735294117647058,0.4779411764705882,0.1102941176470588,49.44852941176471,0.7720588235294118,2.21,1.32,1.18,1.76,66.7,1.25,0.55,0.7,1.36,3.46,0.0
73,Matty Cash,28.0,POL,DF,Aston Villa,Premier League,25.0,29,23,2142,23.8,2,2,4,2,0.08,0.08,0.18,0.1,0.27,0.18,0.27,33,13,39.4,1.39,0.55,0.06,0.15,16.2,4.2,4.2,0.13,-2.2,-2.2,41.39,51.47,80.4,676.22,205.38,2.3,2.5,-0.3,0.55,2.9,0.8,0.34,3.7,62.85714285714285,1.722689075630252,0.5042016806722689,29.3,36.134453781512605,204.6638655462185,93.82352941176472,2.6050420168067228,1.722689075630252,0.7563025210084033,0.8823529411764706,0.6302521008403361,37.60504201680672,4.243697478991597,2.27,1.3,1.22,2.48,49.2,1.47,0.59,0.88,0.76,2.48,0.0
77,Joe Gomez,28.0,ENG,DF,Liverpool,Premier League,26.0,32,17,1786,19.8,0,1,1,0,0.0,0.05,0.04,0.07,0.1,0.04,0.1,19,2,10.5,0.96,0.1,0.0,0.0,19.9,0.8,0.8,0.04,-0.8,-0.8,56.26,67.93,82.8,958.79,258.38,1.3,1.1,-0.3,1.11,4.19,1.01,0.35,5.05,78.98989898989899,1.616161616161616,0.7575757575757576,46.9,45.0,236.66666666666663,116.8181818181818,2.2222222222222223,1.7171717171717171,0.1515151515151515,1.2626262626262623,0.5555555555555556,49.44444444444444,5.303030303030303,2.37,1.57,1.52,3.18,47.6,1.31,0.2,1.11,0.96,2.53,0.1
74,Nahuel Molina,28.0,ARG,DF,Atlético Madrid,La Liga,25.0,30,19,1852,20.6,2,3,5,2,0.1,0.15,0.06,0.14,0.2,0.06,0.2,12,4,33.3,0.58,0.19,0.17,0.5,17.4,1.3,1.3,0.11,0.7,0.7,46.46,63.3,73.4,713.35,259.51,2.9,2.2,0.1,0.92,2.33,1.46,0.58,3.3,71.94174757281553,1.407766990291262,0.7766990291262136,55.2,39.66019417475728,156.84466019417474,86.35922330097087,2.2815533980582523,2.087378640776699,0.3883495145631068,1.699029126213592,0.6310679611650485,46.262135922330096,8.252427184466018,1.84,1.07,1.26,2.62,48.1,0.92,0.15,0.78,0.44,1.75,0.05
416,Ruben Loftus-Cheek,25.0,ENG,MF,Milan,Serie A,27.0,29,26,2068,23.0,6,1,7,6,0.26,0.04,0.16,0.1,0.26,0.16,0.26,40,14,35.0,1.74,0.61,0.15,0.43,16.6,3.7,3.7,0.09,2.3,2.3,26.91,31.87,84.4,372.3,76.74,2.4,2.0,-1.4,1.09,2.17,0.52,0.04,3.22,41.43478260869565,2.4347826086956523,1.3043478260869563,53.6,25.26086956521739,181.1304347826087,103.17391304347828,3.1739130434782608,2.739130434782609,0.391304347826087,1.5217391304347827,0.9565217391304348,31.17391304347826,4.913043478260869,1.22,0.78,0.65,1.17,55.6,1.04,0.52,0.52,0.39,0.43,0.04
681,Terem Moffi,25.0,NGA,FW,Nice,Ligue 1,24.0,30,23,1949,21.7,11,2,13,8,0.51,0.09,0.49,0.15,0.64,0.38,0.53,46,20,43.5,2.12,0.92,0.17,0.4,15.4,10.7,8.3,0.18,0.3,-0.3,12.63,17.83,70.8,170.23,25.53,3.2,1.1,-1.2,1.01,0.65,0.55,0.0,1.24,26.35944700460829,1.5207373271889402,0.8755760368663594,57.6,18.52534562211981,111.42857142857144,45.85253456221199,1.1059907834101383,1.0599078341013826,0.5529953917050692,2.6267281105990783,1.566820276497696,18.847926267281107,5.668202764976959,0.32,0.18,0.14,0.55,25.0,0.65,0.05,0.6,0.14,0.69,0.0
96,Antonio Rüdiger,25.0,GER,DF,Real Madrid,La Liga,30.0,33,30,2709,30.1,1,0,1,1,0.03,0.0,0.05,0.04,0.09,0.05,0.09,19,2,10.5,0.63,0.07,0.05,0.5,16.0,1.5,1.5,0.08,-0.5,-0.5,54.15,60.3,89.8,998.6,369.14,1.2,1.0,-1.2,0.17,2.99,0.37,0.07,2.92,67.17607973421927,0.0996677740863787,0.0332225913621262,33.3,44.41860465116279,224.01993355481727,137.84053156146177,0.5647840531561461,0.3322259136212624,0.0332225913621262,0.1328903654485049,0.0664451827242524,50.66445182724252,0.0332225913621262,0.86,0.5,0.53,0.66,80.0,0.9,0.66,0.23,0.37,2.96,0.0
95,Kurt Zouma,25.0,FRA,DF,West Ham,Premier League,28.0,33,32,2838,31.5,3,0,3,3,0.1,0.0,0.06,0.01,0.06,0.06,0.06,16,7,43.8,0.51,0.22,0.19,0.43,9.1,1.8,1.8,0.12,1.2,1.2,30.54,36.44,83.8,598.19,215.59,0.2,0.1,-0.2,0.13,1.81,0.03,0.0,1.68,46.19047619047619,0.0952380952380952,0.0634920634920634,66.7,25.20634920634921,119.07936507936508,64.0952380952381,0.2222222222222222,0.1587301587301587,0.0317460317460317,0.4126984126984127,0.0952380952380952,27.714285714285715,0.0317460317460317,0.73,0.54,0.32,0.51,62.5,1.21,0.89,0.32,0.92,5.08,0.0
94,João Cancelo,25.0,POR,DF,Barcelona,La Liga,29.0,32,29,2503,27.8,2,4,6,2,0.07,0.14,0.06,0.22,0.28,0.06,0.28,32,9,28.1,1.15,0.32,0.06,0.22,21.3,1.6,1.6,0.05,0.4,0.4,55.14,66.62,82.8,883.17,237.01,6.1,6.7,-2.1,1.26,4.42,1.33,0.4,5.07,79.35251798561151,3.992805755395684,2.194244604316547,55.0,44.96402877697842,263.2014388489209,140.86330935251797,3.8129496402877696,2.0863309352517985,1.4028776978417266,1.9784172661870505,0.8992805755395683,52.84172661870503,6.942446043165467,2.3,1.58,1.37,2.09,65.5,1.26,0.22,1.04,1.04,2.12,0.04
93,Gianluca Mancini,25.0,ITA,DF,Roma,Serie A,27.0,36,34,2869,31.9,4,1,5,4,0.13,0.03,0.06,0.04,0.1,0.06,0.1,19,7,36.8,0.6,0.22,0.21,0.57,12.2,1.9,1.9,0.1,2.1,2.1,54.67,63.04,86.7,977.37,341.85,1.1,1.1,-0.1,0.31,4.42,0.6,0.13,4.36,70.47021943573668,0.1567398119122257,0.1253918495297805,80.0,43.793103448275865,210.72100313479623,137.0846394984326,1.1912225705329154,1.3479623824451412,0.0,0.1253918495297805,0.3134796238244514,52.5705329153605,0.4075235109717868,1.07,0.63,0.34,0.85,40.7,1.19,0.82,0.38,1.13,2.41,0.03
405,Maghnes Akliouche,25.0,FRA,"MF,FW",Monaco,Ligue 1,21.0,28,18,1613,17.9,7,4,11,7,0.39,0.22,0.3,0.19,0.49,0.3,0.49,36,22,61.1,2.01,1.23,0.19,0.32,15.7,5.4,5.4,0.15,1.6,1.6,36.03,46.54,77.4,509.39,159.72,3.5,3.4,0.5,2.12,3.58,2.12,0.17,5.2,58.93854748603352,2.905027932960894,1.5083798882681565,51.9,45.53072625698324,257.0949720670391,104.24581005586592,2.569832402234637,2.5139664804469275,0.782122905027933,2.2905027932960897,2.23463687150838,42.23463687150839,7.5418994413407825,2.07,1.28,0.67,2.01,33.3,1.17,0.0,1.17,0.5,0.17,0.0
415,Youri Tielemans,25.0,BEL,"MF,FW",Aston Villa,Premier League,26.0,32,17,1622,18.0,2,6,8,2,0.11,0.33,0.07,0.14,0.21,0.07,0.21,14,5,35.7,0.78,0.28,0.14,0.4,20.0,1.3,1.3,0.09,0.7,0.7,43.83,52.72,83.1,718.06,223.61,2.6,2.2,3.4,1.0,5.61,1.39,0.06,7.11,60.888888888888886,1.6111111111111112,0.8333333333333334,51.7,35.27777777777778,159.55555555555554,75.61111111111111,1.2777777777777777,1.5,0.3888888888888889,0.9444444444444444,1.2222222222222223,42.55555555555556,2.555555555555556,2.28,1.11,0.89,2.22,40.0,1.28,0.17,1.11,0.83,0.5,0.0
413,Lorenzo Pellegrini,25.0,ITA,MF,Roma,Serie A,27.0,29,20,1859,20.7,8,3,11,7,0.39,0.15,0.23,0.12,0.35,0.19,0.31,46,19,41.3,2.23,0.92,0.15,0.37,19.8,4.8,4.0,0.09,3.2,3.0,32.13,41.06,78.2,508.79,144.64,2.4,3.2,0.6,1.74,3.19,1.06,0.24,4.54,52.65700483091788,1.835748792270532,0.9178743961352658,50.0,31.15942028985508,197.6328502415459,86.81159420289855,2.077294685990338,1.7391304347826086,0.2415458937198067,2.028985507246377,0.9661835748792272,37.29468599033817,4.685990338164252,1.69,0.97,0.82,2.46,33.3,1.35,0.24,1.11,0.97,1.06,0.0
682,Mason Greenwood,25.0,ENG,"MF,FW",Getafe,La Liga,21.0,33,30,2662,29.6,8,6,14,6,0.27,0.2,0.3,0.15,0.45,0.22,0.37,99,31,31.3,3.35,1.05,0.06,0.19,20.9,8.8,6.4,0.06,-0.8,-0.4,26.25,35.0,75.0,463.18,90.68,4.6,4.3,1.4,1.22,2.09,0.91,0.37,3.01,45.77702702702703,4.695945945945946,2.4324324324324325,51.8,32.06081081081081,242.4324324324324,131.72297297297297,4.29054054054054,2.702702702702702,2.364864864864865,2.128378378378378,1.689189189189189,36.82432432432432,8.074324324324325,0.37,0.2,0.14,0.71,19.0,0.3,0.0,0.3,0.14,0.14,0.0
683,Edon Zhegrova,25.0,KVX,FW,Lille,Ligue 1,24.0,33,25,2288,25.4,6,6,12,6,0.24,0.24,0.24,0.24,0.49,0.24,0.49,82,29,35.4,3.23,1.14,0.07,0.21,20.3,6.2,6.2,0.08,-0.2,-0.2,30.08,41.06,73.3,474.84,133.54,6.2,7.8,-0.2,1.81,1.69,2.09,0.51,3.54,54.60629921259843,6.850393700787402,3.5433070866141736,51.7,39.88188976377953,307.8740157480315,150.59055118110237,4.330708661417323,3.070866141732284,2.125984251968504,2.1653543307086616,1.968503937007874,38.81889763779528,12.67716535433071,1.26,0.71,0.55,1.42,38.9,0.67,0.04,0.63,0.31,0.31,0.0
684,Rodrigo Riquelme,25.0,ESP,"DF,MF",Atlético Madrid,La Liga,23.0,34,17,1528,17.0,3,5,8,3,0.18,0.29,0.16,0.18,0.35,0.16,0.35,37,16,43.2,2.18,0.94,0.08,0.19,18.0,2.7,2.7,0.07,0.3,0.3,29.47,39.59,74.4,406.0,125.94,3.1,3.7,1.9,1.65,1.47,1.76,0.47,3.12,54.0,3.764705882352941,1.411764705882353,37.5,34.47058823529412,234.1764705882353,131.8235294117647,5.117647058823529,3.176470588235294,1.6470588235294117,2.764705882352941,0.9411764705882352,36.41176470588236,9.764705882352942,1.76,1.12,1.06,2.71,39.1,1.12,0.0,1.12,0.53,1.18,0.0
404,Pablo Barrios,25.0,ESP,MF,Atlético Madrid,La Liga,20.0,24,17,1555,17.3,0,1,1,0,0.0,0.06,0.05,0.11,0.16,0.05,0.16,17,7,41.2,0.98,0.41,0.0,0.0,21.8,0.9,0.9,0.05,-0.9,-0.9,42.08,50.46,83.4,666.53,204.39,1.9,1.0,-0.9,0.92,4.34,0.92,0.0,5.66,62.71676300578034,2.7167630057803467,2.0231213872832368,74.5,38.15028901734104,211.96531791907515,96.0115606936416,2.138728323699422,2.254335260115607,0.1734104046242774,2.312138728323699,1.329479768786127,44.85549132947977,3.236994219653179,2.6,1.45,1.1,2.31,47.5,1.16,0.17,0.98,1.62,1.39,0.12
686,Amine Gouiri,25.0,ALG,"FW,MF",Rennes,Ligue 1,23.0,31,24,2067,23.0,7,3,10,7,0.3,0.13,0.32,0.08,0.4,0.32,0.39,78,26,33.3,3.4,1.13,0.09,0.27,15.2,7.4,7.3,0.09,-0.4,-0.3,27.17,33.22,81.8,388.78,92.87,1.7,2.4,1.3,0.91,1.83,1.39,0.0,3.57,45.56521739130435,3.739130434782609,2.0,53.5,35.73913043478261,215.08695652173915,92.17391304347828,2.565217391304348,2.1739130434782608,1.2173913043478262,1.7826086956521738,1.7391304347826086,35.08695652173913,8.043478260869565,0.87,0.43,0.35,0.83,42.1,0.78,0.04,0.74,0.61,0.52,0.0
687,Giacomo Raspadori,25.0,ITA,"FW,MF",Napoli,Serie A,23.0,37,14,1584,17.6,5,3,8,5,0.28,0.17,0.33,0.23,0.56,0.25,0.48,60,24,40.0,3.41,1.36,0.08,0.21,18.8,5.9,4.5,0.07,-0.9,0.5,29.83,40.28,74.0,528.18,91.76,4.0,3.0,-1.0,2.05,2.16,0.85,0.28,3.07,50.340909090909086,1.7045454545454544,0.7954545454545454,46.7,30.68181818181818,162.04545454545453,50.85227272727273,1.6477272727272725,1.0227272727272727,0.6818181818181818,1.875,1.0227272727272727,39.14772727272727,7.897727272727272,1.19,0.57,0.34,0.85,40.0,0.85,0.06,0.8,0.17,0.4,0.0
688,Deniz Undav,25.0,GER,"FW,MF",Stuttgart,Bundesliga,27.0,30,23,2089,23.2,18,10,28,18,0.78,0.43,0.65,0.28,0.93,0.61,0.9,106,51,48.1,4.57,2.2,0.17,0.35,17.4,15.0,14.3,0.13,3.0,3.7,25.65,34.44,74.5,361.51,115.47,6.5,6.1,3.5,1.68,2.89,1.9,0.09,5.17,46.939655172413794,2.155172413793104,1.1637931034482758,54.0,29.05172413793104,134.31034482758622,62.88793103448276,1.9396551724137927,1.5517241379310345,0.8620689655172414,2.5,2.1982758620689657,38.31896551724138,7.844827586206897,1.21,0.56,0.17,0.65,26.7,0.73,0.0,0.73,0.26,0.22,0.0
689,Iñaki Williams,25.0,GHA,FW,Athletic Club,La Liga,29.0,34,32,2844,31.6,12,3,15,12,0.38,0.09,0.3,0.2,0.5,0.3,0.5,93,43,46.2,2.94,1.36,0.13,0.28,15.4,9.4,9.4,0.1,2.6,2.6,21.14,31.49,67.1,282.97,76.14,6.3,5.8,-3.3,1.39,0.92,1.68,0.54,2.47,45.41139240506329,3.79746835443038,1.550632911392405,40.8,28.70253164556961,176.80379746835442,92.18354430379746,3.607594936708861,2.088607594936709,1.6139240506329111,2.721518987341772,1.5189873417721518,33.63924050632911,10.537974683544304,0.76,0.54,0.41,1.08,38.2,1.33,0.25,1.08,0.44,0.92,0.0
690,Alex Iwobi,25.0,NGA,"FW,MF",Fulham,Premier League,27.0,30,25,2192,24.4,5,2,7,5,0.21,0.08,0.22,0.19,0.41,0.22,0.41,51,18,35.3,2.09,0.74,0.1,0.28,18.5,5.3,5.3,0.1,-0.3,-0.3,33.65,43.07,78.1,555.57,174.92,4.7,4.0,-2.7,2.01,3.44,1.89,0.33,6.02,52.54098360655738,2.950819672131148,1.5163934426229508,51.4,35.49180327868853,240.0,122.09016393442624,4.467213114754099,3.278688524590164,1.1065573770491803,2.0491803278688527,1.1475409836065575,41.14754098360656,7.172131147540984,1.19,0.74,0.49,1.02,48.0,0.66,0.0,0.66,0.57,0.37,0.0
691,Alexander Sørloth,25.0,NOR,FW,Villarreal,La Liga,27.0,34,30,2489,27.7,23,6,29,23,0.83,0.22,0.44,0.16,0.6,0.44,0.6,78,36,46.2,2.82,1.3,0.29,0.64,12.1,12.3,12.3,0.16,10.7,10.7,12.89,17.18,75.0,174.26,24.04,4.4,3.0,1.6,1.23,0.69,0.54,0.04,1.44,28.772563176895307,2.5992779783393503,1.083032490974729,41.7,17.111913357400724,118.84476534296029,39.855595667870034,1.7328519855595668,1.263537906137184,1.0469314079422385,3.501805054151625,2.2021660649819497,23.03249097472924,5.740072202166065,0.22,0.11,0.07,0.22,33.3,0.32,0.14,0.18,0.0,0.94,0.0
692,Antoine Griezmann,25.0,FRA,"FW,MF",Atlético Madrid,La Liga,32.0,33,31,2644,29.4,16,6,22,12,0.54,0.2,0.42,0.19,0.61,0.32,0.51,75,29,38.7,2.55,0.99,0.16,0.41,17.3,12.3,9.3,0.12,3.7,2.7,36.12,47.04,76.8,564.22,143.27,5.6,5.8,0.4,1.46,2.93,1.16,0.07,4.01,56.25850340136055,1.2925170068027212,0.7482993197278912,57.9,28.5374149659864,122.85714285714286,62.68707482993197,1.4625850340136055,1.2244897959183674,0.2380952380952381,1.3605442176870748,0.8843537414965987,40.61224489795919,6.666666666666667,1.12,0.65,0.51,1.39,36.6,1.16,0.1,1.05,0.34,0.78,0.03
685,Jørgen Strand Larsen,25.0,NOR,FW,Celta Vigo,La Liga,23.0,37,36,2863,31.8,13,3,16,13,0.41,0.09,0.46,0.08,0.54,0.46,0.54,82,35,42.7,2.58,1.1,0.16,0.37,11.2,14.5,14.5,0.18,-1.5,-1.5,13.3,19.43,68.4,159.81,24.09,2.5,2.1,0.5,0.75,0.66,0.47,0.09,0.79,31.35220125786164,2.3270440251572326,0.9119496855345912,39.2,19.49685534591195,80.062893081761,30.660377358490564,1.0377358490566038,0.7547169811320754,0.8176100628930817,3.6163522012578615,1.572327044025157,24.62264150943396,5.754716981132075,0.66,0.35,0.25,1.19,21.1,0.47,0.03,0.44,0.16,0.53,0.0
406,Johnny Cardoso,25.0,USA,MF,Betis,La Liga,21.0,17,15,1328,14.8,1,2,3,1,0.07,0.14,0.07,0.03,0.11,0.07,0.11,12,3,25.0,0.81,0.2,0.08,0.33,18.3,1.1,1.1,0.09,-0.1,-0.1,36.42,43.24,84.2,568.65,147.09,0.5,1.0,1.5,0.54,2.77,0.54,0.07,3.04,56.08108108108108,1.351351351351351,0.7432432432432432,55.0,27.43243243243243,133.3108108108108,61.08108108108108,0.6756756756756757,0.6756756756756757,0.0,1.081081081081081,1.0135135135135134,32.2972972972973,0.7432432432432432,3.24,1.96,1.49,2.23,66.7,1.35,0.34,1.01,2.16,2.09,0.0
407,Rayan Cherki,25.0,FRA,"MF,FW",Lyon,Ligue 1,19.0,33,19,1719,19.1,1,6,7,1,0.05,0.31,0.27,0.22,0.49,0.27,0.49,57,17,29.8,2.98,0.89,0.02,0.06,15.7,5.2,5.2,0.09,-4.2,-4.2,43.46,55.97,77.6,773.09,210.58,4.2,5.5,1.8,2.2,4.45,2.25,0.31,7.23,69.3717277486911,7.38219895287958,4.240837696335079,57.4,55.28795811518325,398.2198952879581,192.93193717277487,4.869109947643978,3.821989528795811,1.7277486910994764,2.670157068062827,2.25130890052356,53.08900523560209,9.528795811518323,1.47,0.79,0.89,2.41,37.0,0.68,0.16,0.52,0.37,0.05,0.0
91,Mario Hermoso,25.0,ESP,DF,Atlético Madrid,La Liga,28.0,31,29,2557,28.4,0,1,1,0,0.0,0.04,0.05,0.03,0.08,0.05,0.08,17,4,23.5,0.6,0.14,0.0,0.0,15.0,1.4,1.4,0.08,-1.4,-1.4,59.01,68.56,86.1,1028.06,365.14,0.8,1.1,0.2,0.6,5.7,0.63,0.21,6.23,77.32394366197184,0.7042253521126761,0.3873239436619718,55.0,43.94366197183099,187.6760563380282,106.61971830985917,1.3732394366197185,1.1267605633802815,0.0352112676056338,0.7394366197183099,0.3873239436619718,52.25352112676057,2.147887323943662,1.62,0.88,0.99,1.8,54.9,0.95,0.32,0.63,1.06,3.27,0.0
