,Rk,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Gls/90,Ast/90,xG/90,xAG/90,xG+xAG/90,npxG/90,npxG+xAG/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp90,Att90,Cmp%,PassTotDist90,PassPrgDist90,xAG,xA,A-xAG,KP90,Pass1/3(90),PPA90,CrsPA90,PrgP90,Touches90,TakeOnAtt90,TakeOnSucc90,Succ%,Carries90,CarriesTotDist90,CarriesPrgDist90,PrgC90,Caries1/3(90),CPA90,Mis90,Dis90,Rec90,PrgR90,TklAPlayers90,TklW90,TklADribblers90,TklAttDri90,Tkl%,Bl90,ShBl90,PassBl90,Int90,Clr90,Err90
484,485,Cristian Cásseres Jr.,VEN,MF,Toulouse,Ligue 1,23.0,32,23,1946,21.6,1,3,4,1,0.05,0.14,0.05,0.08,0.13,0.05,0.13,15,3,20.0,0.69,0.14,0.07,0.33,18.1,1.1,1.1,0.08,-0.1,-0.1,38.75,47.69,81.3,679.91,183.75,1.7,2.0,1.3,0.69,3.01,0.23,0.09,4.03,58.98148148148148,0.787037037037037,0.5555555555555555,70.6,39.9537037037037,192.4074074074074,85.0,0.6481481481481481,1.2037037037037035,0.0462962962962962,1.0185185185185184,0.6018518518518519,36.75925925925926,2.4074074074074074,3.24,1.57,1.34,2.82,47.5,1.57,0.19,1.39,1.25,1.53,0.05
485,486,Timothy Castagne,BEL,DF,Fulham,Premier League,27.0,34,29,2634,29.3,1,3,4,1,0.03,0.1,0.06,0.07,0.12,0.06,0.12,14,4,28.6,0.48,0.14,0.07,0.25,11.3,1.6,1.6,0.12,-0.6,-0.6,46.08,56.72,81.2,724.85,251.23,1.9,1.8,1.1,0.61,2.53,0.58,0.27,2.63,66.10921501706484,1.023890784982935,0.5802047781569966,56.7,30.0,129.01023890784984,63.31058020477816,1.6382252559726962,0.8532423208191126,0.204778156996587,0.8532423208191126,0.341296928327645,38.25938566552901,3.856655290102389,1.67,0.82,0.89,1.5,59.1,1.3,0.34,0.96,1.3,2.35,0.03
487,488,Valentín Castellanos,ARG,FW,Lazio,Serie A,24.0,35,16,1682,18.7,4,3,7,4,0.21,0.16,0.39,0.09,0.48,0.39,0.48,54,19,35.2,2.89,1.02,0.07,0.21,13.3,7.3,7.3,0.14,-3.3,-3.3,14.55,24.17,60.2,195.24,51.44,1.7,1.1,1.3,1.02,1.44,0.8,0.05,2.51,36.31016042780749,2.0320855614973263,0.5882352941176471,28.9,16.31016042780749,71.49732620320856,24.919786096256686,0.8021390374331551,0.6951871657754011,0.374331550802139,2.8877005347593583,1.1764705882352942,26.203208556149733,7.058823529411765,1.18,0.53,0.32,1.07,30.0,1.18,0.11,1.07,0.11,0.96,0.0
488,489,Jean-Charles Castelletto,CMR,DF,Nantes,Ligue 1,28.0,28,28,2464,27.4,2,0,2,2,0.07,0.0,0.02,0.03,0.05,0.02,0.05,10,6,60.0,0.37,0.22,0.2,0.33,12.1,0.6,0.6,0.06,1.4,1.4,41.86,48.91,85.6,751.09,281.9,0.8,1.2,-0.8,0.36,3.1,0.36,0.11,3.65,56.93430656934307,0.5109489051094891,0.291970802919708,57.1,40.54744525547446,215.0,105.2919708029197,0.8759124087591241,0.8029197080291971,0.0364963503649635,0.5474452554744526,0.2554744525547445,36.64233576642336,1.131386861313869,1.24,0.95,0.66,1.06,62.1,0.69,0.36,0.33,1.17,2.96,0.0
493,494,Danilo Cataldi,ITA,MF,Lazio,Serie A,28.0,28,15,1361,15.1,1,0,1,1,0.07,0.0,0.02,0.05,0.08,0.02,0.08,12,2,16.7,0.79,0.13,0.08,0.5,27.8,0.4,0.4,0.03,0.6,0.6,52.98,61.72,85.8,830.79,232.58,0.8,0.9,-0.8,0.73,5.23,0.53,0.13,4.57,68.87417218543047,0.5298013245033113,0.3973509933774835,75.0,32.51655629139073,156.88741721854305,67.54966887417218,0.5960264900662252,0.5960264900662252,0.0,0.5960264900662252,0.3973509933774835,47.6158940397351,0.4635761589403974,1.59,0.79,0.53,1.19,44.4,0.99,0.46,0.53,1.13,1.26,0.07
494,495,Catena,ESP,DF,Osasuna,La Liga,28.0,30,28,2534,28.2,1,3,4,1,0.04,0.11,0.05,0.04,0.08,0.05,0.08,18,5,27.8,0.64,0.18,0.06,0.2,13.3,1.3,1.3,0.07,-0.3,-0.3,38.83,47.55,81.7,896.42,361.28,1.0,1.0,2.0,0.21,3.16,0.11,0.0,2.73,55.81560283687944,0.2482269503546099,0.1063829787234042,42.9,28.333333333333336,114.14893617021276,55.92198581560284,0.1773049645390071,0.0709219858156028,0.0,0.1773049645390071,0.1418439716312056,32.340425531914896,0.0354609929078014,1.17,0.64,0.67,1.24,54.3,0.85,0.53,0.32,0.53,4.22,0.11
495,496,Maximiliano Caufriez,BEL,DF,Clermont Foot,Ligue 1,26.0,20,20,1659,18.4,0,1,1,0,0.0,0.05,0.02,0.01,0.03,0.02,0.03,6,1,16.7,0.33,0.05,0.0,0.0,17.9,0.4,0.4,0.06,-0.4,-0.4,42.39,48.48,87.4,750.6,236.3,0.2,0.3,0.8,0.49,2.61,0.27,0.11,3.32,59.07608695652174,0.7608695652173914,0.3804347826086957,50.0,39.34782608695652,248.80434782608697,118.69565217391305,1.3043478260869563,1.4673913043478262,0.0,0.5978260869565218,0.5978260869565218,36.41304347826088,0.5978260869565218,2.07,1.52,1.03,1.58,65.5,0.98,0.65,0.33,0.98,3.75,0.11
496,497,Ivan Cavaleiro,POR,FW,Lille,Ligue 1,29.0,17,9,770,8.6,1,1,2,1,0.12,0.12,0.15,0.15,0.29,0.15,0.29,11,3,27.3,1.29,0.35,0.09,0.33,13.4,1.3,1.3,0.12,-0.3,-0.3,24.07,32.79,73.4,344.77,90.35,1.2,1.7,-0.2,1.4,0.81,1.16,0.23,2.67,42.55813953488372,2.0930232558139537,1.162790697674419,55.6,32.7906976744186,176.16279069767444,62.906976744186046,2.0930232558139537,1.627906976744186,0.5813953488372093,2.906976744186047,1.2790697674418603,31.16279069767442,8.953488372093023,1.16,0.7,0.81,2.33,35.0,1.05,0.23,0.81,0.58,0.7,0.0
499,500,Zeki Çelik,TUR,DF,Roma,Serie A,26.0,17,6,671,7.5,0,0,0,0,0.0,0.0,0.02,0.08,0.11,0.02,0.11,2,1,50.0,0.27,0.13,0.0,0.0,11.1,0.2,0.2,0.08,-0.2,-0.2,37.87,45.47,83.3,621.33,181.33,0.6,0.4,-0.6,1.2,1.07,1.2,0.4,3.47,57.2,1.3333333333333333,0.8,60.0,30.666666666666668,174.0,75.33333333333333,1.8666666666666667,2.0,0.6666666666666666,1.3333333333333333,0.8,31.466666666666665,5.066666666666666,3.07,2.13,1.87,3.33,56.0,1.6,0.67,0.93,1.07,3.33,0.0
500,501,Álex Centelles,ESP,DF,Almería,La Liga,25.0,14,11,980,10.9,0,1,1,0,0.0,0.09,0.0,0.14,0.15,0.0,0.15,2,1,50.0,0.18,0.09,0.0,0.0,21.2,0.0,0.0,0.02,0.0,0.0,36.7,49.91,73.5,641.56,260.83,1.6,1.0,-0.6,1.01,3.21,1.1,0.83,2.84,58.25688073394495,0.8256880733944953,0.3669724770642201,44.4,26.69724770642202,112.38532110091742,63.02752293577981,1.4678899082568806,1.1926605504587156,0.2752293577981651,0.9174311926605504,0.5504587155963303,32.75229357798165,4.862385321100917,1.01,0.55,0.73,1.65,44.4,0.46,0.18,0.28,1.65,2.66,0.0
501,502,Fabien Centonze,FRA,DF,Hellas Verona,Serie A,27.0,10,7,676,7.5,0,1,1,0,0.0,0.13,0.0,0.14,0.14,0.0,0.14,1,0,0.0,0.13,0.0,0.0,,33.3,0.0,0.0,0.02,0.0,0.0,28.4,42.27,67.2,448.67,215.6,1.0,0.8,0.0,0.8,1.87,1.07,0.93,1.87,54.8,3.066666666666667,1.4666666666666666,47.8,20.53333333333333,110.8,53.333333333333336,2.1333333333333333,0.6666666666666666,0.2666666666666666,1.4666666666666666,0.1333333333333333,23.866666666666667,2.8,1.87,1.07,0.67,1.33,50.0,1.87,0.27,1.6,1.33,2.4,0.0
503,504,Václav Černý,CZE,"FW,MF",Wolfsburg,Bundesliga,25.0,22,12,921,10.2,4,1,5,4,0.39,0.1,0.22,0.09,0.31,0.22,0.31,20,5,25.0,1.95,0.49,0.2,0.8,15.2,2.3,2.3,0.11,1.7,1.7,25.0,35.69,70.1,384.9,121.27,0.9,2.5,0.1,1.37,2.06,2.06,0.2,3.63,46.274509803921575,3.235294117647059,1.3725490196078431,42.4,26.862745098039216,156.9607843137255,77.05882352941177,2.549019607843137,1.862745098039216,0.9803921568627452,2.1568627450980395,1.4705882352941178,33.03921568627451,8.137254901960786,0.78,0.29,0.2,1.37,14.3,1.27,0.0,1.27,0.78,0.59,0.0
508,509,Julian Chabot,GER,DF,Köln,Bundesliga,25.0,32,32,2703,30.0,0,0,0,0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,19,3,15.8,0.63,0.1,0.0,0.0,11.0,1.4,1.4,0.07,-1.4,-1.4,45.37,53.87,84.2,860.23,337.17,0.4,1.5,-0.4,0.3,2.7,0.17,0.03,2.37,66.16666666666667,0.6333333333333333,0.3,47.4,33.36666666666667,167.8,97.13333333333334,0.5666666666666667,0.4666666666666667,0.0666666666666666,0.6,0.0666666666666666,35.86666666666667,0.2666666666666666,1.97,1.4,1.17,1.97,59.3,2.2,1.43,0.77,1.5,4.83,0.0
511,512,Fares Chaïbi,ALG,"MF,FW",Eint Frankfurt,Bundesliga,20.0,28,21,1912,21.2,2,4,6,2,0.09,0.19,0.14,0.32,0.46,0.14,0.46,40,14,35.0,1.88,0.66,0.05,0.14,19.1,3.1,3.1,0.08,-1.1,-1.1,27.92,43.49,64.2,472.74,153.35,6.8,6.1,-2.8,2.41,2.69,1.84,0.47,4.06,53.16037735849057,0.9433962264150944,0.330188679245283,35.0,25.28301886792453,134.85849056603774,67.97169811320755,2.5,1.839622641509434,0.5660377358490566,1.981132075471698,0.7547169811320755,33.49056603773585,6.745283018867925,1.27,0.8,0.38,0.85,44.4,1.75,0.05,1.7,0.24,0.9,0.0
512,513,Trevoh Chalobah,ENG,DF,Chelsea,Premier League,24.0,13,10,952,10.6,1,0,1,1,0.09,0.0,0.02,0.01,0.02,0.02,0.02,2,2,100.0,0.19,0.19,0.5,0.5,9.5,0.2,0.2,0.1,0.8,0.8,66.04,73.87,89.4,1140.38,331.89,0.1,0.4,-0.1,0.19,2.83,0.19,0.0,2.92,83.58490566037736,0.1886792452830188,0.0943396226415094,50.0,44.81132075471698,146.41509433962264,66.88679245283019,0.4716981132075472,0.4716981132075472,0.1886792452830188,0.9433962264150944,0.2830188679245283,59.71698113207548,0.8490566037735849,1.51,1.13,0.94,1.42,66.7,0.75,0.66,0.09,0.75,4.81,0.0
513,514,Muhammed Cham,AUT,"MF,FW",Clermont Foot,Ligue 1,22.0,33,29,2554,28.4,8,4,12,4,0.28,0.14,0.33,0.11,0.44,0.19,0.31,69,26,37.7,2.43,0.92,0.06,0.15,22.0,9.4,5.5,0.08,-1.4,-1.5,37.15,46.73,79.5,621.13,162.92,3.1,4.0,0.9,1.73,3.49,1.2,0.04,5.67,56.65492957746479,2.288732394366197,1.1971830985915493,52.3,42.816901408450704,269.6830985915493,114.08450704225352,2.5,2.711267605633803,0.4577464788732394,2.007042253521127,1.4788732394366195,41.44366197183099,5.0,0.88,0.49,0.39,0.95,40.7,0.7,0.07,0.63,0.28,0.18,0.04
516,517,Brendan Chardonnet,FRA,DF,Brest,Ligue 1,28.0,33,33,2970,33.0,1,1,2,1,0.03,0.03,0.04,0.05,0.09,0.04,0.09,18,3,16.7,0.55,0.09,0.06,0.33,11.3,1.5,1.5,0.08,-0.5,-0.5,45.79,55.27,82.8,984.15,323.79,1.6,1.3,-0.6,0.3,3.33,0.24,0.06,3.48,66.3030303030303,0.2424242424242424,0.0606060606060606,25.0,46.18181818181818,276.24242424242425,153.75757575757575,0.7575757575757576,0.4242424242424242,0.0,0.4545454545454545,0.1212121212121212,42.06060606060606,0.2424242424242424,1.73,1.03,0.97,1.91,50.8,1.76,1.03,0.73,1.61,4.21,0.09
518,519,Pep Chavarría,ESP,"DF,MF",Rayo Vallecano,La Liga,25.0,22,12,1167,13.0,1,1,2,1,0.08,0.08,0.07,0.05,0.13,0.07,0.13,11,2,18.2,0.85,0.15,0.09,0.5,18.3,1.0,1.0,0.09,0.0,0.0,47.54,62.46,76.1,771.0,264.31,0.7,1.2,0.3,1.0,3.69,2.08,1.0,5.69,72.38461538461539,2.1538461538461537,0.8461538461538461,39.3,37.84615384615385,211.84615384615384,102.92307692307692,2.1538461538461537,2.4615384615384617,0.3076923076923077,1.9230769230769231,0.5384615384615384,45.61538461538461,6.461538461538462,1.77,1.38,0.85,1.31,64.7,1.15,0.23,0.92,0.46,2.23,0.08
520,521,Walid Cheddira,MAR,FW,Frosinone,Serie A,25.0,36,24,2120,23.6,7,1,8,6,0.3,0.04,0.38,0.06,0.44,0.35,0.41,59,26,44.1,2.5,1.1,0.1,0.23,14.1,9.0,8.2,0.14,-2.0,-2.2,11.1,16.31,68.1,146.53,25.85,1.4,0.7,-0.4,0.68,0.72,0.17,0.0,0.93,26.483050847457623,1.5677966101694911,0.5084745762711864,32.4,15.889830508474576,81.90677966101694,33.516949152542374,1.313559322033898,0.5932203389830508,0.9322033898305084,3.0508474576271185,1.5254237288135593,20.59322033898305,5.889830508474576,0.51,0.3,0.17,0.34,50.0,0.25,0.04,0.21,0.21,0.42,0.0
521,522,Rayan Cherki,FRA,"MF,FW",Lyon,Ligue 1,19.0,33,19,1719,19.1,1,6,7,1,0.05,0.31,0.27,0.22,0.49,0.27,0.49,57,17,29.8,2.98,0.89,0.02,0.06,15.7,5.2,5.2,0.09,-4.2,-4.2,43.46,55.97,77.6,773.09,210.58,4.2,5.5,1.8,2.2,4.45,2.25,0.31,7.23,69.3717277486911,7.38219895287958,4.240837696335079,57.4,55.28795811518325,398.2198952879581,192.93193717277487,4.869109947643978,3.821989528795811,1.7277486910994764,2.670157068062827,2.25130890052356,53.08900523560209,9.528795811518323,1.47,0.79,0.89,2.41,37.0,0.68,0.16,0.52,0.37,0.05,0.0
525,526,Federico Chiesa,ITA,FW,Juventus,Serie A,25.0,33,25,2197,24.4,9,2,11,8,0.37,0.08,0.26,0.25,0.52,0.23,0.49,74,25,33.8,3.03,1.02,0.11,0.32,19.2,6.4,5.6,0.08,2.6,2.4,20.41,29.18,69.9,323.11,101.07,6.2,5.6,-4.2,2.21,1.72,1.84,0.74,2.87,41.22950819672131,3.89344262295082,1.4344262295081969,36.8,26.352459016393443,194.5081967213115,110.53278688524593,4.549180327868853,2.295081967213115,2.377049180327869,2.2131147540983607,1.639344262295082,30.32786885245902,8.852459016393443,0.82,0.41,0.12,0.53,23.1,0.7,0.04,0.66,0.25,0.16,0.0
526,527,Ben Chilwell,ENG,DF,Chelsea,Premier League,26.0,13,9,756,8.4,0,1,1,0,0.0,0.12,0.14,0.26,0.41,0.14,0.41,12,4,33.3,1.43,0.48,0.0,0.0,16.6,1.2,1.2,0.1,-1.2,-1.2,44.4,58.93,75.4,622.62,184.76,2.2,1.8,-1.2,1.67,3.45,0.24,0.24,2.98,72.02380952380952,2.261904761904762,0.8333333333333333,36.8,39.64285714285714,203.92857142857144,100.47619047619048,2.619047619047619,1.6666666666666663,0.5952380952380952,2.5,0.5952380952380952,46.90476190476191,7.023809523809524,1.79,1.19,0.6,0.95,62.5,1.31,0.36,0.95,0.48,2.26,0.12
528,529,Pedro Chirivella,ESP,MF,Nantes,Ligue 1,26.0,32,31,2594,28.8,1,1,2,1,0.03,0.03,0.05,0.04,0.09,0.05,0.09,17,6,35.3,0.59,0.21,0.06,0.17,19.8,1.5,1.5,0.09,-0.5,-0.5,51.88,60.52,85.7,898.06,274.51,1.1,2.8,-0.1,0.66,5.83,0.76,0.24,6.67,67.1875,0.2777777777777778,0.1736111111111111,62.5,53.09027777777778,229.44444444444443,84.93055555555556,0.3472222222222222,0.798611111111111,0.1388888888888889,0.798611111111111,0.4861111111111111,50.0,1.909722222222222,1.74,0.97,1.04,2.64,39.5,0.76,0.17,0.59,1.08,0.97,0.0
530,531,Tahith Chong,NED,"MF,FW",Luton Town,Premier League,23.0,33,20,1982,22.0,4,0,4,4,0.18,0.0,0.12,0.02,0.15,0.12,0.15,31,7,22.6,1.41,0.32,0.13,0.57,16.6,2.7,2.7,0.09,1.3,1.3,19.45,25.0,77.8,303.59,74.68,0.5,1.4,-0.5,0.45,1.59,0.91,0.36,3.27,37.22727272727273,3.272727272727273,1.1363636363636365,34.7,23.63636363636364,161.77272727272728,85.45454545454545,2.590909090909091,2.136363636363636,0.4090909090909091,2.6818181818181817,1.818181818181818,25.454545454545453,4.590909090909091,1.64,1.0,0.68,1.5,45.5,1.36,0.27,1.09,0.36,0.5,0.05
531,532,Joris Chotard,FRA,MF,Montpellier,Ligue 1,21.0,31,30,2587,28.7,0,3,3,0,0.0,0.1,0.02,0.07,0.09,0.02,0.09,21,7,33.3,0.73,0.24,0.0,0.0,26.1,0.6,0.6,0.03,-0.6,-0.6,33.48,41.08,81.5,646.62,221.01,1.9,2.5,1.1,0.49,3.87,0.52,0.17,3.87,51.602787456446,0.4878048780487805,0.1045296167247386,21.4,33.170731707317074,152.6480836236934,60.17421602787456,0.4181184668989547,0.6271777003484321,0.0696864111498257,0.7665505226480837,0.4529616724738676,27.630662020905923,1.3937282229965158,2.82,1.81,1.67,3.34,50.0,1.64,0.73,0.91,1.53,2.09,0.0
532,533,Andreas Christensen,DEN,"DF,MF",Barcelona,La Liga,27.0,30,27,1979,22.0,2,2,4,2,0.09,0.09,0.05,0.05,0.1,0.05,0.1,12,4,33.3,0.55,0.18,0.17,0.5,13.0,1.0,1.0,0.09,1.0,1.0,67.27,71.32,94.3,1142.0,386.18,1.1,0.8,0.9,0.32,5.27,0.05,0.0,5.32,78.31818181818181,0.2727272727272727,0.1363636363636363,50.0,50.04545454545455,227.3181818181818,133.36363636363637,1.0909090909090908,0.8181818181818182,0.0454545454545454,0.2727272727272727,0.4090909090909091,60.18181818181818,0.2727272727272727,1.05,0.64,0.73,1.27,57.1,1.05,0.45,0.59,0.95,1.86,0.0
535,536,Ryan Christie,SCO,MF,Bournemouth,Premier League,28.0,37,35,2907,32.3,0,5,5,0,0.0,0.15,0.07,0.17,0.24,0.07,0.24,43,13,30.2,1.33,0.4,0.0,0.0,20.0,2.3,2.3,0.05,-2.3,-2.3,30.59,40.25,76.0,582.11,158.51,5.4,5.4,-0.4,1.7,3.65,1.3,0.22,5.17,53.77708978328174,3.03405572755418,1.5789473684210529,52.0,28.88544891640867,178.60681114551085,83.0030959752322,1.8575851393188856,1.795665634674923,0.43343653250774,1.795665634674923,1.455108359133127,30.55727554179567,2.4148606811145514,2.66,1.36,1.21,2.85,42.4,1.61,0.34,1.27,1.61,1.64,0.03
537,538,Samuel Chukwueze,NGA,FW,Milan,Serie A,24.0,24,12,1017,11.3,1,3,4,1,0.09,0.27,0.15,0.2,0.35,0.15,0.35,28,8,28.6,2.48,0.71,0.04,0.13,17.7,1.7,1.7,0.06,-0.7,-0.7,29.2,37.26,78.4,479.91,112.83,2.3,2.7,0.7,1.77,1.95,2.04,0.09,4.51,50.97345132743362,5.486725663716814,1.8584070796460173,33.9,36.017699115044245,230.1769911504425,118.31858407079643,4.601769911504425,2.389380530973451,2.1238938053097343,2.566371681415929,1.327433628318584,38.584070796460175,11.946902654867255,1.59,0.62,0.8,1.5,52.9,0.27,0.09,0.18,0.53,0.27,0.0
538,539,Víctor Chust,ESP,DF,Cádiz,La Liga,23.0,22,22,1864,20.7,0,1,1,0,0.0,0.05,0.02,0.01,0.03,0.02,0.03,4,0,0.0,0.19,0.0,0.0,,9.7,0.3,0.3,0.08,-0.3,-0.3,40.14,50.24,79.9,811.98,352.75,0.3,0.2,0.7,0.29,3.0,0.19,0.0,3.86,59.08212560386474,0.0966183574879227,0.0483091787439613,50.0,33.47826086956522,189.80676328502415,83.67149758454107,0.4830917874396135,0.0966183574879227,0.0,0.3381642512077294,0.0483091787439613,35.84541062801932,0.0966183574879227,1.4,0.87,0.87,1.55,56.3,1.3,1.01,0.29,0.53,4.44,0.05
539,540,Pathé Ciss,SEN,MF,Rayo Vallecano,La Liga,29.0,31,16,1664,18.5,1,0,1,1,0.05,0.0,0.08,0.03,0.11,0.08,0.11,22,8,36.4,1.19,0.43,0.05,0.13,23.6,1.5,1.5,0.07,-0.5,-0.5,39.89,48.11,82.9,727.3,214.86,0.5,0.7,-0.5,0.59,3.95,0.32,0.05,4.54,60.86486486486486,1.135135135135135,0.918918918918919,81.0,30.37837837837838,142.86486486486487,64.21621621621621,0.7567567567567568,0.4864864864864865,0.1081081081081081,1.027027027027027,0.972972972972973,35.24324324324324,1.1891891891891893,2.38,1.3,0.86,1.57,55.2,1.46,0.54,0.92,1.62,2.92,0.0
545,546,Patrick Ciurria,ITA,"DF,MF",Monza,Serie A,28.0,22,18,1598,17.8,0,1,1,0,0.0,0.06,0.09,0.15,0.23,0.09,0.23,28,7,25.0,1.58,0.39,0.0,0.0,22.6,1.5,1.5,0.05,-1.5,-1.5,37.19,47.58,78.2,599.49,183.03,2.6,2.1,-1.6,1.69,2.58,1.57,0.56,3.82,57.35955056179776,1.348314606741573,0.5056179775280899,37.5,33.53932584269663,167.47191011235955,88.82022471910112,2.303370786516854,2.303370786516854,0.5056179775280899,1.0674157303370786,0.3370786516853932,39.9438202247191,5.280898876404494,1.69,1.01,0.73,1.18,61.9,1.12,0.28,0.84,0.51,1.57,0.0
547,548,Jordan Clark,ENG,MF,Luton Town,Premier League,29.0,23,14,1304,14.5,1,1,2,1,0.07,0.07,0.07,0.09,0.16,0.07,0.16,17,4,23.5,1.17,0.28,0.06,0.25,16.9,1.0,1.0,0.06,0.0,0.0,25.45,35.38,71.9,421.24,112.83,1.3,1.2,-0.3,0.83,1.31,1.24,0.28,3.52,47.86206896551724,2.896551724137931,0.8275862068965517,28.6,26.55172413793104,146.3448275862069,69.24137931034483,1.4482758620689655,1.3793103448275863,0.4827586206896552,1.7241379310344829,1.4482758620689655,30.27586206896552,2.689655172413793,2.07,1.17,0.76,2.69,28.2,1.66,0.21,1.45,0.76,1.03,0.07
549,550,Jonathan Clauss,FRA,DF,Marseille,Ligue 1,30.0,27,25,2068,23.0,3,4,7,3,0.13,0.17,0.06,0.2,0.26,0.06,0.26,28,8,28.6,1.22,0.35,0.11,0.38,23.0,1.3,1.3,0.05,1.7,1.7,50.13,66.35,75.6,864.57,302.0,4.6,5.3,-0.6,2.0,4.3,2.17,0.78,5.96,76.8695652173913,1.5217391304347827,0.8260869565217391,54.3,50.0,267.4782608695652,122.2608695652174,2.565217391304348,2.6956521739130435,0.3043478260869565,1.608695652173913,0.3043478260869565,46.08695652173913,7.478260869565218,2.04,0.87,1.13,2.13,53.1,0.74,0.13,0.61,1.57,2.0,0.0
551,552,Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,32.0,19,14,1338,14.9,0,0,0,0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,4,0,0.0,0.27,0.0,0.0,,22.5,0.2,0.2,0.05,-0.2,-0.2,33.22,40.27,82.5,507.05,202.75,0.2,0.2,-0.2,0.2,2.21,0.27,0.13,2.21,48.45637583892617,1.0738255033557047,0.5369127516778524,50.0,21.879194630872483,96.30872483221476,44.16107382550336,0.6711409395973155,0.8053691275167785,0.0671140939597315,0.87248322147651,0.0,27.651006711409394,1.2080536912751678,1.61,1.01,0.94,1.41,66.7,1.21,0.4,0.81,0.67,2.21,0.0
