Rk,Cmp90,Att90,Cmp%,PassTotDist90,PassPrgDist90,xAG,xA,A-xAG,KP90,Pass1/3(90),PPA90,CrsPA90,PrgP90
1426,33.74,43.96,76.8,556.26,271.43,0.4,0.3,-0.4,0.77,1.98,0.88,0.33,2.75
1427,8.96,12.76,70.2,122.76,16.19,1.1,0.7,-0.1,1.42,0.15,0.22,0.15,0.3
1428,110.0,110.0,100.0,2020.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1429,43.71,50.64,86.3,925.1,350.74,0.0,0.3,0.0,0.05,3.27,0.35,0.05,2.77
1430,9.06,14.48,62.6,119.16,20.2,1.4,0.5,0.6,0.54,0.39,0.05,0.0,0.64
1431,22.2,31.36,70.8,333.73,121.02,0.3,0.1,-0.3,0.34,1.86,0.0,0.0,2.37
1432,39.76,45.95,86.5,661.76,159.33,1.4,1.5,-0.4,0.48,2.48,0.38,0.19,3.24
1433,55.75,64.5,86.4,968.0,307.83,0.1,0.1,-0.1,0.17,3.17,0.08,0.0,2.58
1434,11.1,21.27,52.2,137.69,21.97,1.5,1.4,-1.5,1.1,0.75,0.46,0.0,0.92
1435,34.59,45.81,75.5,566.45,180.7,1.3,1.3,-0.3,0.58,1.51,0.81,0.52,2.27
1436,19.44,28.11,69.2,296.5,98.17,4.0,3.9,0.0,1.46,1.52,1.11,0.19,3.07
1437,55.0,67.5,81.5,875.0,127.5,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.5
1438,21.56,31.25,69.0,355.31,96.25,0.5,0.3,-0.5,1.88,1.25,0.31,0.0,1.88
1439,37.79,49.82,75.9,613.56,214.46,2.9,2.9,1.1,1.53,2.88,1.44,0.72,4.23
1440,20.14,31.36,64.2,340.51,132.94,4.4,3.5,-2.4,1.45,2.38,0.98,0.33,3.08
1441,44.41,52.42,84.7,654.46,203.82,1.3,1.3,0.7,0.48,3.06,0.65,0.43,3.33
1442,31.61,40.48,78.1,465.18,130.12,1.6,1.1,0.4,0.77,1.25,1.07,0.12,3.45
1443,40.0,48.68,82.2,818.68,354.72,0.1,0.1,-0.1,0.38,3.4,0.0,0.0,4.53
1444,38.33,53.33,71.9,725.0,335.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,6.67
1445,14.0,21.5,65.1,205.67,41.06,1.0,1.5,-1.0,0.56,0.61,0.44,0.28,1.17
1446,52.76,61.35,86.0,860.65,273.35,1.8,2.5,-0.8,1.65,6.59,1.53,0.12,7.29
1447,42.0,53.67,78.3,655.33,251.5,0.9,0.9,0.1,1.5,2.83,0.67,0.0,3.67
1448,57.01,64.42,88.5,1139.85,310.73,0.1,0.8,-0.1,0.11,3.43,0.0,0.0,3.87
1449,20.0,36.0,55.6,726.5,651.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1450,27.24,36.99,73.6,436.45,114.87,9.1,8.1,-0.1,2.11,2.33,2.22,0.61,4.19
1451,31.67,48.33,65.5,473.33,155.0,0.5,0.3,0.5,6.67,3.33,0.0,0.0,0.0
1452,16.0,26.0,61.5,315.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1453,22.33,33.53,66.6,639.9,497.23,0.5,0.1,0.5,0.07,0.33,0.0,0.0,0.0
1454,20.32,34.99,58.1,788.02,687.73,0.1,0.2,-0.1,0.03,1.71,0.0,0.0,0.0
1455,50.89,59.75,85.2,1021.79,325.11,2.4,3.0,-2.4,0.96,5.43,0.79,0.11,6.89
1456,42.1,52.7,79.9,768.23,305.83,0.2,0.7,-0.2,0.2,3.77,0.1,0.03,4.03
1457,31.67,40.71,77.8,667.38,239.52,0.0,0.1,0.0,0.0,1.67,0.24,0.0,1.67
1458,44.22,54.89,80.6,965.89,433.38,0.7,0.8,0.3,0.24,3.7,0.14,0.03,3.08
1459,40.0,46.67,85.7,700.0,96.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1460,45.59,57.34,79.5,778.83,281.4,1.1,0.9,0.9,0.77,3.87,0.72,0.32,5.36
1461,39.44,46.67,84.5,566.11,158.33,0.0,0.1,0.0,0.56,5.56,0.56,0.0,7.22
1462,38.21,44.55,85.8,617.09,161.85,1.5,1.3,-0.5,0.61,1.97,0.24,0.09,2.3
1463,51.79,66.07,78.4,785.0,174.29,0.0,0.1,0.0,0.0,4.29,0.71,0.0,6.07
1464,60.0,60.0,100.0,900.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1465,64.22,71.72,89.5,1212.81,404.14,0.8,0.5,0.2,0.16,2.66,0.23,0.0,3.98
1466,32.89,41.5,79.3,786.47,478.05,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0
1467,76.0,98.0,77.6,1200.0,422.0,0.1,0.1,-0.1,2.0,6.0,0.0,0.0,4.0
1468,50.0,90.0,55.6,1170.0,530.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
1469,58.93,66.43,88.7,1061.43,262.14,0.1,0.1,-0.1,1.07,7.86,0.0,0.0,8.57
1470,38.13,46.82,81.4,592.7,190.82,2.2,2.0,-1.2,0.9,4.08,0.75,0.11,3.97
1471,24.0,33.45,71.7,420.91,169.64,0.7,0.1,0.3,0.73,2.18,0.36,0.0,3.82
1472,13.59,19.35,70.3,188.89,38.95,4.9,3.6,3.1,0.88,0.88,0.82,0.13,2.09
1473,27.81,35.44,78.5,384.08,90.18,3.2,3.1,0.8,1.36,1.12,1.07,0.59,2.07
1474,57.56,63.11,91.2,788.89,125.22,1.1,1.2,-1.1,1.44,3.22,1.0,0.0,3.67
1475,18.06,25.94,69.6,263.62,60.56,1.7,2.0,-0.7,0.81,0.69,0.88,0.25,2.0
1476,57.73,69.65,82.9,1198.16,455.39,1.1,0.6,-1.1,0.21,3.62,0.35,0.0,3.76
1477,72.73,77.47,93.9,1417.01,460.45,0.1,0.6,-0.1,0.19,7.08,0.06,0.06,6.36
1478,55.81,62.64,89.1,891.55,249.73,0.3,0.4,0.7,0.54,4.19,0.2,0.0,2.7
1479,39.17,47.71,82.1,540.0,98.33,1.0,0.9,-1.0,2.71,1.88,1.25,0.21,3.33
1480,26.67,35.56,75.0,426.67,30.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,1.11
1481,36.65,42.91,85.4,619.95,170.73,0.8,0.7,-0.8,0.73,3.83,0.29,0.05,4.22
1482,35.32,43.94,80.4,493.07,112.9,4.7,3.5,0.3,1.47,1.56,1.65,0.13,3.64
1483,28.6,37.21,76.9,484.65,182.56,0.2,0.1,-0.2,0.7,5.12,0.47,0.23,4.65
1484,32.51,42.22,77.0,527.37,192.34,1.1,1.0,-0.1,0.76,2.16,0.82,0.18,3.8
1485,30.0,30.0,100.0,360.0,40.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
1486,47.19,54.93,85.9,685.21,201.85,0.8,0.8,-0.8,0.82,3.97,1.1,0.21,4.18
1487,29.39,36.97,79.5,465.57,119.12,3.0,2.0,-1.0,1.23,2.37,0.88,0.22,3.68
1488,23.7,35.93,66.0,401.11,80.0,0.3,0.3,-0.3,1.85,0.74,0.74,0.37,1.85
1489,62.28,68.38,91.1,1178.22,385.89,0.6,0.2,0.4,0.17,2.95,0.04,0.0,3.11
1490,34.18,42.77,79.9,477.09,127.82,5.6,4.5,-1.6,0.91,2.11,1.26,0.39,3.72
1491,38.64,45.24,85.4,685.08,256.76,0.2,0.4,-0.2,0.1,2.59,0.1,0.0,3.4
1492,29.55,33.64,87.8,599.55,202.73,0.3,0.0,-0.3,0.91,2.73,0.45,0.0,1.82
1493,80.18,89.82,89.3,1214.11,370.18,1.9,1.9,0.1,3.21,7.86,2.5,0.54,12.14
1494,57.01,62.41,91.4,945.32,244.0,1.3,1.6,-0.3,0.63,5.81,0.6,0.03,5.15
1495,50.99,59.52,85.7,1035.78,333.35,1.4,2.4,2.6,0.78,6.86,0.9,0.15,6.95
1496,46.93,56.29,83.4,786.05,246.14,1.6,1.9,1.4,0.73,3.31,1.12,0.79,3.92
1497,23.15,32.46,71.3,509.85,240.0,0.6,0.3,0.4,0.23,2.85,0.31,0.0,2.85
1498,42.26,54.6,77.4,722.63,187.45,1.3,1.3,-1.3,1.02,2.7,0.8,0.51,3.72
1499,26.91,31.87,84.4,372.3,76.74,2.4,2.0,-1.4,1.09,2.17,0.52,0.04,3.22
1500,11.07,14.29,77.5,124.64,13.21,0.1,0.2,-0.1,1.07,0.71,0.0,0.0,0.71
1501,46.98,56.73,82.8,655.33,143.97,1.3,1.8,-0.3,0.95,4.07,0.35,0.0,4.87
1502,32.49,40.69,79.9,502.1,163.28,2.3,3.0,-0.3,0.66,2.69,0.85,0.13,4.75
1503,30.24,39.9,75.8,434.05,119.0,5.2,4.8,1.8,2.38,2.19,1.52,0.1,4.62
1504,21.32,33.42,63.8,348.68,134.74,0.0,0.0,0.0,0.0,1.05,0.26,0.0,1.58
1505,24.94,33.39,74.7,650.81,451.81,0.3,0.2,-0.3,0.03,0.29,0.03,0.0,0.03
1506,67.34,72.57,92.8,1196.74,399.91,0.2,0.4,-0.2,0.18,2.2,0.05,0.0,2.48
1507,17.36,26.81,64.7,247.42,64.88,5.4,2.4,0.6,1.32,1.19,0.71,0.24,2.47
1508,32.42,39.19,82.7,472.86,106.21,1.1,1.3,-1.1,1.12,3.29,0.99,0.12,4.72
1509,29.25,42.6,68.6,506.57,215.02,3.0,2.5,0.0,0.53,2.38,0.79,0.6,3.47
1510,66.85,75.62,88.4,1174.04,347.19,0.6,0.6,-0.6,0.79,7.53,0.56,0.11,5.39
1511,77.5,85.0,91.2,1310.62,485.62,0.2,0.2,-0.2,1.88,14.38,1.25,0.0,11.25
1512,28.26,36.54,77.3,672.2,441.53,0.5,0.1,-0.5,0.06,0.58,0.06,0.0,0.0
1513,50.6,62.48,81.0,909.02,273.8,2.5,2.7,-0.5,1.32,4.83,1.11,0.3,4.96
1514,34.98,41.41,84.5,683.15,164.65,1.2,0.7,-1.2,0.61,3.8,0.38,0.05,4.23
1515,22.69,31.33,72.4,342.24,110.03,1.5,1.0,0.5,0.66,2.41,0.35,0.1,3.5
1516,41.7,49.7,83.9,593.3,194.15,1.1,1.3,-1.1,0.6,1.8,0.7,0.25,2.6
1517,43.33,57.11,75.9,660.67,171.56,0.7,0.7,0.3,1.56,2.0,1.11,0.44,4.0
1518,48.44,60.73,79.8,924.48,314.58,2.5,2.4,0.5,2.6,6.77,1.56,0.1,8.65
1519,40.5,45.33,89.3,683.67,161.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.67
1520,30.76,38.1,80.8,558.0,229.71,0.2,0.2,-0.2,0.29,2.38,0.19,0.1,2.76
1521,46.38,55.0,84.3,932.88,271.75,0.0,0.1,0.0,0.12,3.0,0.0,0.0,2.5
1522,24.57,32.49,75.6,416.24,129.37,3.3,3.0,-0.3,1.95,2.94,0.54,0.32,3.62
1523,15.0,23.21,64.6,221.79,77.86,0.7,0.1,-0.7,0.36,1.07,0.54,0.0,2.14
1524,10.0,16.0,62.5,128.0,43.0,0.3,0.2,-0.3,1.0,1.0,1.0,1.0,1.0
1525,11.4,15.81,72.1,158.37,44.53,0.7,0.2,-0.7,0.81,1.4,0.12,0.0,1.86
1526,34.8,47.19,73.7,564.5,224.74,1.9,2.0,-1.9,1.29,1.93,1.23,0.82,2.75
1527,9.41,15.76,59.7,132.99,15.56,1.6,0.6,2.4,0.69,0.49,0.17,0.0,0.62
1528,70.49,75.49,93.4,1265.2,385.0,0.3,0.4,-0.3,0.16,4.27,0.2,0.0,3.78
1529,40.25,53.37,75.4,708.04,234.67,2.6,2.5,-0.6,1.26,2.51,1.11,0.6,3.62
1530,13.28,18.45,72.0,208.97,45.69,0.6,0.8,-0.6,0.34,0.86,0.26,0.09,1.47
1531,83.33,106.67,78.1,1710.0,646.67,0.0,0.0,0.0,0.0,6.67,0.0,0.0,6.67
1532,54.05,63.09,85.7,936.91,234.44,5.4,5.3,-0.4,1.59,4.11,1.17,0.24,5.05
1533,14.95,21.19,70.5,188.23,26.66,2.4,1.5,0.6,0.99,0.78,0.44,0.1,1.26
1534,71.03,77.57,91.6,1269.42,457.33,0.1,0.8,-0.1,0.16,4.4,0.33,0.08,4.4
1535,21.52,28.08,76.6,326.48,45.92,0.7,1.1,0.3,1.04,0.64,0.8,0.32,2.08
1536,34.24,39.68,86.3,540.24,143.68,0.8,0.5,-0.8,0.88,2.48,0.4,0.0,3.44
1537,40.0,60.0,66.7,530.0,140.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
1538,27.62,31.71,87.1,606.05,374.95,0.3,0.0,-0.3,0.05,0.29,0.0,0.0,0.0
1539,38.49,47.22,81.5,746.51,269.95,1.0,0.9,0.0,0.29,2.35,0.11,0.03,2.65
1540,55.83,64.17,87.0,877.92,341.67,0.0,0.0,0.0,0.0,4.58,0.0,0.0,5.0
1541,25.0,49.0,51.0,1237.0,1147.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
1542,11.39,17.96,63.4,178.61,40.23,3.1,2.7,1.9,1.2,0.51,0.97,0.88,0.97
1543,45.1,59.4,75.9,723.5,237.4,1.6,0.9,-0.6,0.9,2.9,1.0,0.9,3.5
1544,37.3,45.15,82.6,659.45,178.55,1.8,1.2,1.2,0.75,3.35,0.35,0.05,3.3
1545,60.0,75.0,80.0,825.0,195.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0
1546,25.0,32.0,78.1,394.0,47.0,0.5,0.1,-0.5,3.0,1.0,1.0,0.0,2.0
1547,42.17,60.0,70.3,572.17,173.91,0.1,0.2,-0.1,0.87,2.61,0.87,0.43,3.48
1548,66.29,75.71,87.5,1052.71,301.21,1.4,1.7,0.6,0.57,5.0,1.29,0.36,5.71
1549,58.96,68.06,86.6,919.2,265.02,3.6,4.9,1.4,1.63,5.61,1.42,0.07,7.23
1550,30.64,39.04,78.5,451.6,133.92,1.3,1.1,-1.3,1.04,2.16,0.88,0.4,2.08
1551,20.34,33.33,61.0,370.11,116.21,0.7,1.1,-0.7,1.26,1.38,0.8,0.69,1.72
1552,51.05,63.29,80.7,823.33,263.76,5.9,6.3,3.1,2.83,5.49,2.49,0.13,9.45
1553,35.21,41.54,84.8,471.03,109.49,2.6,2.0,-0.6,1.71,1.97,1.11,0.17,4.44
1554,23.09,37.22,62.0,404.32,173.21,0.9,0.9,1.1,0.68,1.98,0.56,0.49,2.53
1555,56.63,63.82,88.7,950.38,307.34,0.7,0.7,-0.7,0.09,4.23,0.27,0.03,3.46
1556,58.07,66.53,87.3,1105.47,395.2,0.1,0.5,-0.1,0.13,5.73,0.13,0.07,6.13
1557,30.95,39.85,77.7,508.05,152.75,1.1,0.8,0.9,0.55,2.9,0.2,0.05,3.2
1558,40.16,52.86,76.0,816.3,307.46,0.7,1.0,-0.7,0.48,3.17,0.26,0.0,3.28
1559,28.86,36.54,79.0,658.12,223.75,0.2,0.5,-0.2,0.22,2.79,0.07,0.04,2.9
1560,38.77,43.96,88.2,644.69,130.08,1.8,2.5,-1.8,0.92,3.54,0.5,0.27,3.88
1561,37.33,44.71,83.5,646.04,156.79,0.7,1.1,-0.7,0.48,3.16,0.37,0.21,3.8
1562,14.44,20.81,69.4,205.44,56.62,1.6,1.1,0.4,0.88,1.31,0.81,0.25,2.12
1563,49.84,59.95,83.1,923.86,348.86,1.2,0.9,0.8,0.33,4.24,0.33,0.0,3.97
1564,23.08,34.62,66.7,300.77,46.92,0.5,0.3,-0.5,0.77,0.77,0.0,0.0,1.54
1565,20.0,40.0,50.0,320.0,180.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0
1566,40.45,53.42,75.7,749.01,227.3,2.3,2.8,1.7,2.52,4.41,2.43,0.72,5.77
1567,29.38,39.38,74.6,453.75,134.38,0.0,0.0,0.0,0.0,1.88,0.0,0.0,1.88
1568,35.62,42.34,84.1,882.38,589.83,0.3,0.1,0.7,0.1,0.62,0.03,0.0,0.0
1569,22.94,31.33,73.2,330.95,84.03,3.1,3.3,-0.1,0.95,1.33,0.76,0.24,2.89
1570,37.91,45.74,82.9,759.44,313.94,0.1,0.6,-0.1,0.09,2.26,0.06,0.0,3.59
1571,34.95,40.56,86.2,491.54,124.02,0.7,1.6,0.3,0.7,2.2,0.42,0.05,2.99
1572,41.7,50.06,83.3,650.5,206.86,2.1,1.5,1.9,1.13,2.83,1.07,0.19,4.78
1573,23.08,31.33,73.7,583.0,430.58,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.08
1574,70.0,80.0,87.5,1385.0,480.0,0.3,0.1,-0.3,10.0,5.0,0.0,0.0,0.0
1575,32.48,44.4,73.1,511.11,145.56,3.2,4.9,1.8,1.62,3.68,1.24,0.26,5.3
1576,46.04,52.26,88.1,635.47,135.47,0.0,0.2,0.0,0.0,3.02,0.94,0.19,5.28
1577,39.39,47.81,82.4,657.37,184.91,0.2,0.5,-0.2,0.44,3.16,0.44,0.35,4.56
1578,35.5,40.33,88.0,621.9,157.17,0.9,0.9,-0.9,0.47,3.7,0.5,0.1,4.57
1579,23.25,28.54,81.5,331.1,61.07,1.1,1.6,-1.1,0.55,1.85,0.19,0.03,2.01
1580,44.03,54.33,81.0,761.79,231.64,0.2,0.2,-0.2,0.6,4.33,0.45,0.3,4.03
1581,24.05,30.81,78.1,395.41,105.68,1.2,0.6,-0.2,2.97,1.89,1.62,0.27,2.7
1582,21.03,27.59,76.3,332.76,73.1,0.0,0.2,0.0,0.34,1.72,1.03,0.0,3.45
1583,27.34,35.57,76.8,432.94,141.7,2.4,2.0,-1.4,1.18,2.66,1.04,0.31,4.05
1584,20.71,27.58,75.1,284.19,78.33,3.0,3.4,-2.0,1.11,1.06,1.82,0.3,2.88
1585,33.31,41.8,79.7,592.73,195.81,0.6,0.7,0.4,0.64,3.9,0.64,0.06,4.83
1586,27.48,37.09,74.1,544.8,138.23,1.1,1.3,-0.1,0.31,2.28,0.24,0.0,2.44
1587,,,,,,0.0,0.0,0.0,,,,,
1588,16.14,30.44,53.0,517.95,418.79,0.4,0.1,-0.4,0.05,0.71,0.03,0.0,0.0
1589,70.0,100.0,70.0,960.0,450.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
1590,38.52,50.0,77.0,650.37,202.59,0.3,0.2,-0.3,0.37,0.74,1.11,0.37,1.48
1591,60.0,70.0,85.7,1080.0,290.0,0.2,0.1,-0.2,10.0,0.0,10.0,0.0,20.0
1592,54.67,63.04,86.7,977.37,341.85,1.1,1.1,-0.1,0.31,4.42,0.6,0.13,4.36
1593,22.94,36.47,62.9,361.76,104.12,0.2,0.4,-0.2,1.18,2.35,2.35,0.59,4.71
1594,26.03,35.56,73.2,679.47,467.76,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.06
1595,22.62,33.62,67.3,648.38,480.25,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0
1596,43.58,51.11,85.3,658.02,254.57,0.6,0.5,0.4,0.62,2.59,0.37,0.12,4.44
1597,54.11,59.19,91.4,1079.03,434.92,0.7,0.4,-0.7,0.16,4.6,0.32,0.0,4.44
1598,34.43,43.24,79.6,619.77,174.49,1.6,1.7,1.4,0.74,4.72,1.14,0.17,5.28
1599,32.76,37.13,88.2,518.45,132.87,0.2,0.3,-0.2,0.34,2.24,0.06,0.0,2.59
1600,35.0,41.36,84.6,552.95,144.09,0.7,0.6,-0.7,1.59,3.86,0.45,0.0,5.91
1601,27.0,38.0,71.1,772.0,553.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1602,51.11,56.11,91.1,1014.63,355.19,0.1,0.0,-0.1,0.19,1.3,0.56,0.19,1.85
1603,43.01,52.53,81.9,668.8,263.01,0.2,0.4,0.8,0.12,2.65,0.48,0.0,3.01
1604,12.63,17.37,72.7,185.79,62.63,0.1,0.0,-0.1,1.58,2.11,0.0,0.0,0.53
1605,36.92,45.38,81.4,533.08,117.69,0.0,0.2,0.0,0.77,1.54,2.31,1.54,1.54
1606,23.2,38.8,59.8,370.4,163.6,0.5,0.4,0.5,2.0,1.6,0.4,0.4,2.4
1607,25.0,36.25,69.0,391.25,161.25,0.1,0.1,-0.1,2.5,0.0,1.25,1.25,0.0
1608,45.13,51.03,88.4,838.97,349.74,0.2,0.1,-0.2,0.26,4.36,0.0,0.0,3.08
1609,32.74,42.1,77.8,507.26,145.0,1.0,1.0,0.0,1.13,1.61,1.13,0.0,3.87
1610,33.05,43.59,75.8,558.12,264.22,0.8,0.8,3.2,0.86,2.19,0.55,0.39,2.81
1611,42.58,51.59,82.5,874.56,358.21,0.3,0.7,-0.3,0.36,5.2,0.52,0.12,5.87
1612,49.52,62.39,79.4,811.91,316.14,3.1,3.4,1.9,0.84,5.22,1.47,1.04,5.7
1613,12.26,19.68,62.3,160.65,36.13,0.9,0.9,0.1,1.94,0.97,0.32,0.0,1.94
1614,80.0,105.0,76.2,1610.0,245.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,5.0
1615,54.33,59.69,91.0,1141.62,386.67,0.3,0.6,-0.3,0.14,3.16,0.1,0.03,2.13
1616,38.23,44.42,86.1,797.14,328.03,0.1,0.1,-0.1,0.14,1.84,0.0,0.0,1.77
1617,13.7,19.63,69.8,205.19,47.04,0.1,0.1,-0.1,0.74,0.74,0.37,0.37,2.22
1618,20.62,28.44,72.5,247.81,26.25,0.5,0.2,-0.5,1.56,0.0,0.31,0.0,1.25
1619,31.22,37.82,82.5,650.59,270.63,0.3,0.4,-0.3,0.18,2.62,0.07,0.0,2.84
1620,33.22,44.9,74.0,621.88,204.26,3.0,2.9,0.0,1.63,3.07,0.64,0.3,3.56
1621,23.0,27.0,85.2,429.0,237.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1622,47.65,53.78,88.6,966.99,352.45,0.5,0.2,-0.5,0.2,2.6,0.05,0.0,3.01
1623,64.65,73.26,88.2,1009.6,408.19,1.0,1.1,0.0,0.14,4.16,0.14,0.06,4.02
1624,15.9,22.42,70.9,241.52,53.16,4.4,4.4,1.6,1.56,1.21,0.82,0.08,2.34
1625,29.41,39.41,74.6,451.76,131.18,0.7,0.7,-0.7,2.94,1.18,2.35,1.18,2.35
1626,99.77,105.67,94.4,1864.27,541.75,0.5,0.7,0.5,0.53,9.65,0.29,0.0,6.67
1627,17.5,28.12,62.2,583.75,495.0,0.0,0.1,0.0,0.0,1.25,0.0,0.0,0.0
1628,30.62,36.67,83.5,432.59,117.16,0.5,0.4,-0.5,0.74,3.58,0.49,0.0,3.46
1629,33.44,41.25,81.1,531.36,125.13,1.1,0.8,-0.1,0.44,3.04,0.22,0.11,2.75
1630,14.9,22.78,65.4,204.3,43.44,2.9,1.3,0.1,0.73,0.79,0.4,0.0,1.26
1631,21.8,27.8,78.4,253.4,52.6,0.2,0.2,-0.2,1.2,1.2,0.4,0.0,2.4
1632,28.17,40.46,69.6,506.41,178.24,1.7,1.7,-0.7,1.7,1.7,1.05,0.72,2.29
1633,49.08,53.73,91.3,728.98,148.15,3.4,3.3,0.6,0.96,3.43,0.56,0.03,4.72
1634,16.67,23.33,71.4,416.67,146.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,62.61,71.79,87.2,1080.9,265.37,0.9,0.9,0.1,1.12,6.19,0.3,0.0,7.84
1636,60.0,75.0,80.0,875.0,210.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
1637,32.32,41.47,77.9,491.21,89.64,6.1,5.2,-2.1,2.05,0.98,1.47,0.31,2.9
1638,,,,,,,,,,,,,
1639,54.42,60.43,90.0,856.45,235.94,1.4,1.5,0.6,0.8,4.49,0.65,0.29,4.93
1640,35.52,42.87,82.9,837.22,488.6,0.0,0.0,0.0,0.06,0.63,0.0,0.0,0.06
1641,69.51,78.61,88.4,1296.94,431.74,0.0,0.5,0.0,0.07,6.88,0.35,0.07,6.74
1642,28.25,39.72,71.1,854.33,621.53,0.0,0.1,0.0,0.03,1.03,0.0,0.0,0.06
1643,20.47,26.51,77.2,299.02,71.32,3.6,2.0,-0.6,1.22,1.53,0.71,0.07,2.71
1644,57.08,61.94,92.2,954.17,292.08,0.1,0.1,0.9,0.42,4.03,0.14,0.0,3.89
1645,25.0,32.67,76.5,703.0,566.33,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0
1646,53.41,65.41,81.7,1096.12,453.45,1.8,1.1,-0.8,0.59,6.27,0.71,0.08,6.94
1647,45.35,54.65,83.0,701.74,266.19,0.8,1.1,-0.8,0.29,3.2,0.7,0.32,3.43
1648,27.04,37.57,72.0,392.33,78.11,2.5,2.0,-0.5,0.63,0.78,0.63,0.29,1.75
1649,36.46,44.51,81.9,684.74,179.54,0.0,0.2,0.0,0.17,3.66,0.34,0.0,3.83
1650,31.43,42.86,73.3,492.86,218.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43
1651,48.86,57.19,85.4,848.16,353.77,0.2,0.4,-0.2,0.26,3.07,0.35,0.0,3.68
1652,23.08,29.64,77.9,415.38,121.58,0.3,0.8,-0.3,0.16,1.74,0.2,0.0,1.9
1653,30.0,60.0,50.0,370.0,210.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
1654,33.33,43.33,76.9,535.56,121.11,0.0,0.0,0.0,1.11,1.11,0.0,0.0,3.33
1655,52.06,61.3,84.9,827.69,297.21,2.2,2.7,0.8,0.57,3.24,0.73,0.49,3.93
1656,17.09,26.18,65.3,226.23,37.74,1.5,1.6,-0.5,0.9,0.6,0.55,0.3,0.95
1657,51.26,58.65,87.4,744.26,181.61,2.2,2.1,0.8,0.87,4.7,1.0,0.17,6.52
1658,45.45,57.27,79.4,742.73,316.36,1.0,0.7,0.0,1.82,4.55,0.91,0.0,9.09
1659,12.17,17.05,71.4,159.17,30.91,3.1,1.3,1.9,1.26,0.43,0.55,0.16,0.98
1660,60.96,70.53,86.4,1145.09,355.44,0.8,0.9,-0.8,1.05,7.72,0.7,0.18,7.28
1661,60.79,71.15,85.4,1068.2,354.39,0.6,1.3,-0.6,0.5,7.41,0.86,0.0,8.49
1662,56.78,64.83,87.6,998.51,352.41,0.1,0.1,-0.1,0.23,3.1,0.23,0.0,3.91
1663,,,,,,0.0,0.0,0.0,,,,,
1664,43.44,50.0,86.9,736.72,299.92,0.0,0.1,0.0,0.0,2.6,0.08,0.0,3.44
1665,65.15,70.0,93.1,1194.85,484.24,0.1,0.1,0.9,0.91,11.82,0.0,0.0,9.39
1666,31.0,41.0,75.6,498.0,53.5,0.1,0.1,-0.1,1.5,0.5,0.5,0.5,1.5
1667,,inf,0.0,,,0.0,0.0,0.0,,,,,
1668,13.33,20.83,64.0,216.67,111.67,0.0,0.0,0.0,0.0,2.5,0.0,0.0,3.33
1669,42.21,48.7,86.7,765.58,201.56,0.7,0.5,-0.7,0.97,4.22,0.32,0.0,5.06
1670,45.23,51.59,87.7,803.64,270.57,0.4,0.4,0.6,1.14,6.93,0.57,0.11,7.27
1671,19.18,26.67,71.9,272.24,62.11,2.3,2.2,0.7,1.02,1.16,1.16,0.14,2.52
1672,18.33,21.67,84.6,294.17,11.67,0.1,0.0,-0.1,0.83,0.0,0.0,0.0,0.0
1673,35.0,48.33,72.4,506.67,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33
1674,28.86,38.02,75.9,576.35,234.19,0.2,0.1,-0.2,0.18,1.74,0.06,0.0,2.28
1675,41.21,49.76,82.8,685.48,225.08,0.3,0.4,-0.3,0.24,2.26,0.32,0.08,3.15
1676,49.47,59.87,82.6,785.53,266.8,2.8,2.4,-0.8,1.33,3.6,1.0,0.6,4.2
1677,29.0,35.25,82.3,386.88,84.38,1.8,1.4,0.2,2.0,1.5,1.0,0.25,2.62
