Rk,Cmp90,Att90,Cmp%,PassTotDist90,PassPrgDist90,xAG,xA,A-xAG,KP90,Pass1/3(90),PPA90,CrsPA90,PrgP90
2381,74.87,84.31,88.8,1466.38,530.91,1.9,2.1,-0.9,0.5,6.07,0.6,0.0,5.85
2382,16.47,22.27,74.0,233.2,60.2,2.3,1.4,-0.3,1.27,1.13,0.6,0.13,2.2
2383,32.56,41.9,77.7,521.18,157.23,6.3,6.7,-0.3,1.76,3.22,1.59,0.45,4.98
2384,53.75,60.0,89.6,936.25,298.75,0.1,0.1,-0.1,2.5,2.5,1.25,1.25,5.0
2385,48.16,59.57,80.8,953.19,300.14,2.4,2.6,-1.4,1.99,5.67,1.13,0.5,7.52
2386,39.22,55.39,70.8,621.09,294.14,0.3,1.1,0.7,0.39,3.2,1.25,0.47,5.47
2387,57.31,66.15,86.6,982.69,191.54,0.1,0.1,-0.1,0.77,3.46,0.38,0.0,5.77
2388,20.0,30.09,66.5,339.19,112.97,1.5,1.4,0.5,0.59,1.8,0.45,0.0,3.24
2389,34.32,48.26,71.1,1023.0,757.74,0.0,0.2,0.0,0.0,1.35,0.1,0.0,0.16
2390,41.74,47.21,88.4,753.26,217.21,0.0,0.4,0.0,0.0,1.98,0.12,0.12,2.21
2391,29.82,38.38,77.7,779.09,525.53,0.1,0.2,-0.1,0.06,0.68,0.03,0.0,0.09
2392,29.0,36.0,80.6,814.0,589.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,31.95,41.95,76.2,507.35,140.09,1.7,1.1,-0.7,1.95,1.95,1.33,0.18,4.42
2394,19.81,29.94,66.2,605.52,456.68,0.0,0.1,0.0,0.0,0.45,0.03,0.0,0.03
2395,11.82,16.82,70.3,168.86,31.36,0.0,0.1,0.0,0.23,0.68,0.23,0.0,1.36
2396,34.62,37.69,91.8,639.23,134.62,0.1,0.0,-0.1,1.54,0.77,0.77,0.0,2.31
2397,17.45,23.19,75.2,254.26,55.32,0.1,0.2,-0.1,0.43,1.91,0.85,0.0,2.55
2398,22.42,27.88,80.4,290.61,62.42,0.3,0.4,-0.3,0.91,0.61,0.61,0.0,2.73
2399,32.67,38.57,84.7,661.33,267.9,0.1,0.1,-0.1,0.19,2.95,0.0,0.0,2.48
2400,46.82,54.85,85.4,769.09,195.0,0.1,0.1,-0.1,0.45,2.58,0.61,0.0,3.48
2401,49.44,60.0,82.4,907.7,273.49,0.7,0.2,0.3,0.4,3.41,0.0,0.0,2.62
2402,40.0,48.75,82.1,683.88,224.0,0.3,0.4,1.7,0.62,3.12,0.75,0.0,4.12
2403,10.0,20.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2404,10.21,16.6,61.5,128.23,23.05,0.4,0.3,-0.4,0.78,0.85,0.28,0.0,1.21
2405,16.44,23.62,69.6,479.69,361.75,0.1,0.1,-0.1,0.06,0.88,0.19,0.0,0.0
2406,23.79,32.58,73.0,648.47,453.16,0.5,0.1,-0.5,0.05,0.58,0.05,0.0,0.0
2407,42.97,53.91,79.7,634.37,213.0,1.7,1.8,-0.7,0.7,2.94,0.73,0.29,4.02
2408,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2409,19.32,27.65,69.9,296.75,68.25,3.2,2.3,-1.2,1.24,1.2,1.2,0.3,2.74
2410,36.6,47.06,77.8,634.33,216.34,2.8,1.9,-1.8,0.88,2.65,0.88,0.76,3.11
2411,40.36,52.09,77.5,874.02,377.31,1.7,2.5,3.3,0.88,6.27,1.24,0.44,5.1
2412,94.0,104.0,90.4,1924.0,396.0,0.1,0.1,0.9,6.0,4.0,0.0,0.0,6.0
2413,24.18,32.72,73.9,485.87,136.74,1.4,0.9,0.6,0.92,3.04,0.76,0.05,3.7
2414,12.65,19.41,65.2,149.47,31.65,1.1,1.3,0.9,0.71,0.47,0.41,0.0,1.29
2415,29.55,40.18,73.6,531.52,170.0,1.3,1.7,-1.3,1.52,3.57,1.16,0.18,4.55
2416,15.94,27.54,57.9,222.46,36.81,0.7,0.6,-0.7,1.3,1.3,0.14,0.0,1.45
2417,13.33,20.0,66.7,233.33,190.0,0.1,0.0,-0.1,3.33,3.33,3.33,0.0,3.33
2418,28.24,34.3,82.3,441.24,89.27,2.3,1.8,1.7,1.04,1.19,0.62,0.26,2.28
2419,49.63,60.56,81.9,770.28,291.03,1.0,0.9,-1.0,1.21,3.08,0.65,0.0,4.21
2420,30.0,45.0,66.7,1195.0,1075.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
2421,14.71,22.12,66.5,196.92,46.83,1.7,1.1,1.3,0.96,0.96,0.48,0.19,1.73
2422,12.39,16.52,75.0,155.87,21.96,0.5,0.2,0.5,1.09,0.65,0.65,0.0,1.3
2423,30.0,35.0,85.7,605.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2424,40.64,52.43,77.5,781.59,245.14,2.3,2.8,-0.3,1.27,5.34,0.96,0.2,5.38
2425,45.15,55.35,81.6,982.57,433.47,0.5,0.4,-0.5,0.3,3.86,0.0,0.0,4.75
2426,42.14,58.06,72.6,752.04,283.03,0.8,1.6,0.2,0.55,3.03,0.95,0.6,3.48
2427,16.54,20.37,81.2,204.2,21.23,0.3,0.2,-0.3,0.62,0.62,0.12,0.0,0.86
2428,58.43,67.69,86.3,878.95,183.43,7.6,8.0,1.4,2.24,3.5,1.71,0.35,6.19
2429,54.49,67.25,81.0,912.32,299.71,1.3,2.3,3.7,1.88,3.77,2.17,0.29,4.78
2430,21.03,26.21,80.3,268.62,60.0,0.2,0.1,-0.2,1.38,2.41,0.0,0.0,3.45
2431,24.33,34.84,69.8,656.84,458.58,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.04
2432,77.08,81.39,94.7,1371.6,552.06,1.0,0.6,0.0,0.32,4.45,0.36,0.04,3.63
2433,19.06,26.53,71.8,507.12,377.71,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
2434,56.6,66.09,85.6,1004.37,337.9,3.3,2.9,-0.3,0.63,4.5,0.21,0.08,4.45
2435,14.83,21.01,70.6,197.75,34.72,0.6,0.8,-0.6,1.01,0.79,0.56,0.11,1.46
2436,16.29,24.14,67.5,220.86,80.43,2.0,1.2,0.0,1.57,1.29,1.71,0.14,3.43
2437,36.88,40.0,92.2,649.38,181.88,0.0,0.0,0.0,0.0,1.88,0.0,0.0,3.75
2438,15.98,25.53,62.6,261.76,67.89,3.7,5.6,1.3,1.46,1.36,1.06,0.7,1.81
2439,20.56,34.66,59.3,653.45,530.65,0.0,0.1,0.0,0.03,0.71,0.0,0.0,0.0
2440,38.54,48.61,79.3,607.97,169.29,9.8,9.0,1.2,2.68,3.46,2.24,0.1,6.34
2441,52.76,61.32,86.0,1002.63,356.95,1.0,1.1,0.0,0.58,5.14,0.62,0.12,5.97
2442,28.97,37.44,77.4,413.21,95.77,2.4,1.1,-0.4,2.56,1.15,2.05,0.13,4.87
2443,55.12,64.19,85.9,754.65,216.28,0.0,0.1,0.0,0.0,4.42,0.7,0.0,3.95
2444,40.6,48.8,83.2,687.7,299.5,0.5,0.4,0.5,0.2,4.8,0.4,0.1,3.8
2445,17.14,20.0,85.7,274.29,55.71,0.0,0.0,0.0,1.43,0.0,0.0,0.0,1.43
2446,33.74,41.32,81.6,605.44,167.36,1.7,1.9,-0.7,0.66,3.68,0.38,0.05,4.84
2447,27.08,33.71,80.3,434.11,127.82,1.1,0.8,-1.1,0.69,2.03,0.45,0.15,3.66
2448,19.15,32.5,58.9,693.18,556.41,0.1,0.1,-0.1,0.12,1.21,0.06,0.0,0.0
2449,23.3,32.02,72.7,392.4,108.61,2.1,3.0,-2.1,1.16,1.42,1.24,0.52,3.0
2450,44.9,53.4,84.1,713.03,197.22,1.0,1.9,1.0,0.79,3.15,0.66,0.0,4.56
2451,44.43,48.48,91.6,665.57,184.05,0.6,0.5,-0.6,0.89,4.68,0.38,0.0,4.68
2452,64.75,73.98,87.5,1231.66,455.91,0.1,0.3,-0.1,0.17,3.76,0.22,0.0,4.2
2453,24.88,31.81,78.2,610.44,421.72,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.03
2454,38.71,52.57,73.6,693.07,239.36,1.9,1.8,2.1,1.64,3.57,1.36,0.36,5.07
2455,95.86,100.55,95.3,1794.81,544.2,0.1,0.3,-0.1,0.06,4.92,0.0,0.0,3.37
2456,43.08,46.92,91.8,710.0,202.31,0.6,0.2,-0.6,3.85,3.85,2.31,0.77,9.23
2457,45.81,53.02,86.4,886.05,324.19,0.4,0.0,-0.4,0.23,1.63,0.0,0.0,3.02
2458,32.72,42.89,76.3,532.3,218.62,1.3,1.7,0.7,0.71,2.43,0.96,0.71,3.72
2459,48.21,54.62,88.3,627.95,127.18,0.2,0.4,0.8,1.03,3.33,2.82,0.0,5.9
2460,73.08,82.31,88.8,1355.9,507.95,0.0,0.0,0.0,0.26,2.56,0.0,0.0,3.59
2461,85.71,98.57,87.0,1292.86,224.29,0.0,0.0,0.0,0.0,5.71,0.0,0.0,4.29
2462,31.79,45.9,69.3,520.0,241.54,0.1,0.1,-0.1,0.77,3.08,0.77,0.0,3.85
2463,26.67,43.33,61.5,426.67,183.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33
2464,21.15,28.74,73.6,270.22,67.38,2.3,1.7,-1.3,1.2,1.69,0.44,0.16,1.86
2465,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2466,25.83,32.5,79.5,368.33,75.0,0.2,0.0,0.8,1.67,1.67,0.83,0.83,2.5
2467,19.21,30.71,62.6,334.29,123.0,2.3,2.1,0.7,1.93,1.64,1.36,0.64,3.0
2468,40.0,53.33,75.0,653.33,250.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,3.33
2469,10.84,14.74,73.5,136.21,37.59,3.0,2.0,0.0,1.06,0.87,0.65,0.08,1.63
2470,20.0,26.67,75.0,320.0,13.33,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0
2471,55.37,64.63,85.7,892.81,241.07,2.4,1.9,-0.4,1.65,4.79,1.4,0.17,6.12
2472,44.42,52.33,84.9,611.63,145.81,0.3,0.2,-0.3,0.7,4.88,0.47,0.0,5.12
2473,35.45,40.91,86.7,502.27,89.09,0.8,0.8,1.2,5.45,1.36,3.18,0.45,5.0
2474,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2475,31.71,36.35,87.2,728.12,464.18,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
2476,34.0,46.0,73.9,504.5,165.0,0.1,0.1,-0.1,0.5,1.5,1.5,0.5,3.0
2477,18.13,34.17,53.1,727.44,636.46,0.0,0.1,0.0,0.0,1.16,0.03,0.0,0.0
2478,30.0,30.0,100.0,210.0,90.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
2479,24.26,31.64,76.7,611.64,404.43,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0
2480,54.0,86.0,62.8,962.0,244.0,0.3,0.1,-0.3,6.0,4.0,0.0,0.0,4.0
2481,64.5,73.62,87.6,1062.88,303.75,1.6,1.1,-0.6,1.88,6.62,0.75,0.12,6.88
2482,37.06,50.0,74.1,569.41,172.39,6.5,6.3,-0.5,1.8,3.53,1.97,0.69,5.4
2483,26.91,34.23,78.6,444.8,67.24,2.5,2.4,0.5,1.06,0.89,1.3,0.57,2.68
2484,22.63,30.16,75.1,356.36,112.66,1.7,1.2,0.3,0.63,2.51,0.25,0.06,2.7
2485,34.5,44.24,78.0,534.03,154.81,6.6,5.3,-3.6,2.36,3.08,2.25,0.35,5.71
2486,43.66,48.5,90.0,718.94,194.21,0.9,0.7,0.1,0.31,4.53,0.12,0.04,4.02
2487,12.69,23.85,53.2,164.62,37.69,0.6,0.1,-0.6,1.15,0.38,0.0,0.0,1.54
2488,26.69,33.58,79.5,434.32,116.25,0.2,0.5,-0.2,0.14,2.03,0.17,0.03,2.23
2489,35.93,42.1,85.3,589.63,116.48,0.8,1.1,0.2,0.93,3.52,0.43,0.12,4.51
2490,37.62,44.12,85.3,722.38,243.25,0.5,0.4,0.5,0.25,3.0,0.38,0.0,3.0
2491,54.62,62.31,87.7,960.77,313.08,0.0,0.0,0.0,0.0,3.08,0.77,0.0,4.62
2492,28.63,36.0,79.5,443.79,131.89,0.3,0.4,-0.3,0.63,1.79,0.95,0.63,2.63
2493,56.19,64.82,86.7,1004.29,328.63,0.6,1.0,0.4,0.83,8.57,0.48,0.0,9.35
2494,38.46,45.38,84.7,683.85,234.62,0.0,0.0,0.0,0.0,4.62,0.0,0.0,6.92
2495,45.41,58.15,78.1,796.64,219.79,3.0,3.1,-1.0,1.85,2.19,3.29,1.44,3.56
2496,30.43,35.29,86.2,701.29,500.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0
2497,39.96,50.74,78.8,658.41,190.85,3.5,2.5,-0.5,0.74,4.46,0.85,0.12,5.54
2498,22.63,35.79,63.2,336.32,88.42,0.1,0.1,-0.1,1.05,3.68,0.53,0.0,4.21
2499,29.92,40.23,74.4,494.71,160.31,1.9,1.8,-0.9,0.97,2.63,0.69,0.12,3.28
2500,29.69,40.62,73.1,543.75,198.75,0.1,0.3,0.9,0.94,3.12,0.94,0.62,2.5
2501,68.64,76.93,89.2,1052.36,297.64,1.7,1.7,-0.7,0.79,6.29,1.43,0.29,6.57
2502,36.87,42.07,87.6,674.67,248.21,0.2,0.1,-0.2,0.08,1.26,0.04,0.0,1.54
2503,39.26,49.17,79.8,816.78,367.36,0.0,0.2,0.0,0.0,2.64,0.25,0.0,3.06
2504,33.53,39.59,84.7,718.65,486.76,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0
2505,60.59,69.83,86.8,1147.12,329.58,3.2,2.4,1.8,1.27,5.59,2.12,0.68,7.2
2506,46.67,55.15,84.6,665.15,217.27,0.4,0.9,-0.4,0.76,2.73,1.06,0.76,2.58
2507,24.45,33.09,73.9,322.32,80.68,4.5,4.3,-0.5,1.36,1.41,1.59,0.32,3.55
2508,16.36,24.55,66.7,241.82,18.18,0.1,0.0,-0.1,0.91,0.0,0.0,0.0,0.0
2509,40.0,47.78,83.7,758.89,303.33,0.0,0.1,0.0,1.11,7.78,1.11,1.11,7.78
2510,78.46,88.19,89.0,1255.38,386.09,5.1,5.4,-0.1,1.71,7.66,0.97,0.2,7.36
2511,46.05,68.51,67.2,853.14,362.77,9.9,9.8,0.1,4.29,6.59,2.57,0.84,9.56
2512,5.88,12.35,47.6,103.53,26.47,0.0,0.0,0.0,0.0,1.18,0.59,0.0,1.76
2513,66.19,71.1,93.1,1048.73,243.39,0.2,0.4,-0.2,0.51,4.49,0.08,0.0,4.83
2514,34.67,47.33,73.2,1006.0,651.33,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0
2515,13.3,19.43,68.4,159.81,24.09,2.5,2.1,0.5,0.75,0.66,0.47,0.09,0.79
2516,24.19,33.23,72.8,419.11,117.98,1.2,1.3,-1.2,1.61,2.74,1.61,0.56,4.35
2517,41.04,50.0,82.1,665.9,207.31,1.3,2.2,0.7,1.64,3.51,0.75,0.37,4.55
2518,9.44,12.92,73.0,113.15,14.61,1.9,0.5,1.1,1.12,0.0,0.11,0.0,0.56
2519,48.98,56.6,86.5,813.89,327.23,0.2,0.6,-0.2,0.21,3.58,0.28,0.11,3.82
2520,30.28,44.31,68.3,550.07,245.69,0.8,1.1,1.2,1.18,3.47,0.9,0.56,4.03
2521,52.67,62.67,84.0,882.67,345.33,0.3,0.6,-0.3,2.0,7.33,1.33,0.67,8.67
2522,44.39,56.56,78.5,724.66,254.16,3.0,4.1,1.0,1.64,2.75,1.72,0.42,4.35
2523,13.27,20.82,63.7,199.49,47.65,1.1,0.6,-0.1,1.12,1.63,0.41,0.0,1.73
2524,83.39,89.58,93.1,1598.45,500.3,0.2,0.6,-0.2,0.3,4.58,0.36,0.06,4.94
2525,24.23,30.34,79.9,433.83,84.56,0.1,0.2,-0.1,0.27,2.01,0.13,0.13,1.81
2526,17.93,24.7,72.6,352.63,90.99,3.6,2.5,1.4,1.21,1.72,0.95,0.26,2.76
2527,41.54,53.67,77.4,718.93,234.2,3.9,4.9,0.1,2.49,4.38,2.25,0.83,6.51
2528,30.05,42.25,71.1,470.16,152.77,2.3,2.5,0.7,1.36,3.09,0.84,0.1,4.4
2529,,,,,,0.0,0.0,0.0,,,,,
2530,35.07,40.33,86.9,768.47,488.87,0.0,0.0,0.0,0.07,0.2,0.0,0.0,0.0
2531,16.33,22.04,74.1,215.31,49.8,0.2,0.7,-0.2,0.61,1.43,0.61,0.2,1.22
2532,15.0,21.43,70.0,206.07,50.18,0.4,0.6,-0.4,1.43,0.89,0.71,0.18,2.32
2533,55.83,63.62,87.8,993.42,336.58,0.5,0.2,-0.5,0.25,2.61,0.2,0.0,3.62
2534,38.0,44.0,86.4,756.0,48.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
2535,32.59,44.38,73.4,558.7,245.99,1.7,1.0,0.3,0.99,2.1,0.62,0.43,2.65
2536,15.0,35.0,42.9,320.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0
2537,40.94,55.62,73.6,702.81,349.69,0.5,0.8,-0.5,0.62,3.12,0.62,0.31,4.06
2538,52.73,65.45,80.6,967.27,527.27,0.1,0.2,-0.1,0.91,1.82,0.91,0.0,4.55
2539,22.29,28.74,77.5,631.37,438.8,0.0,0.0,0.0,0.03,0.31,0.0,0.0,0.0
2540,54.7,66.24,82.6,870.38,210.64,5.8,5.1,-3.8,2.39,4.19,1.41,0.26,6.5
2541,10.0,20.0,50.0,90.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2542,12.89,17.18,75.0,174.26,24.04,4.4,3.0,1.6,1.23,0.69,0.54,0.04,1.44
2543,18.79,25.84,72.7,256.64,67.48,3.5,2.0,-1.5,0.93,0.98,1.31,0.0,2.52
2544,42.33,49.79,85.0,650.0,224.53,1.0,1.7,0.0,0.76,3.47,0.85,0.21,4.45
2545,70.89,75.1,94.4,1130.07,467.05,0.3,0.9,0.7,0.17,5.62,0.03,0.0,4.55
2546,41.14,48.49,84.8,770.0,317.35,0.2,0.5,-0.2,0.29,3.14,0.29,0.0,3.59
2547,,inf,0.0,,,0.0,0.0,0.0,,,,,
2548,46.47,53.61,86.7,795.67,229.66,2.2,1.2,-0.2,0.8,3.4,0.42,0.13,3.78
2549,36.31,47.99,75.7,665.03,261.81,0.6,0.7,-0.6,0.47,4.3,0.74,0.13,4.09
2550,77.37,85.04,91.0,1274.91,539.91,1.0,1.4,0.0,0.39,8.32,0.34,0.0,7.07
2551,40.0,45.56,87.8,730.0,208.89,0.0,0.0,0.0,1.11,2.22,0.0,0.0,2.22
2552,52.63,61.75,85.2,841.32,270.26,0.4,0.5,-0.4,0.7,5.88,0.88,0.26,6.14
2553,31.45,40.79,77.1,663.66,277.03,2.5,2.7,-1.5,0.58,3.34,0.61,0.08,3.42
2554,50.0,50.0,100.0,900.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2555,,,,,,0.0,0.0,0.0,,,,,
2556,39.41,53.73,73.4,579.22,221.96,0.5,0.4,-0.5,0.39,2.75,0.39,0.0,4.71
2557,28.0,39.15,71.5,455.28,144.34,5.2,4.2,-1.2,1.87,1.96,1.49,0.3,3.57
2558,11.67,13.33,87.5,238.33,70.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,3.33
2559,38.42,50.66,75.8,638.42,204.32,1.2,1.7,-0.2,0.58,2.66,0.73,0.54,3.17
2560,28.0,48.0,58.3,324.0,104.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
2561,21.67,32.88,65.9,316.91,87.51,1.5,1.3,1.5,0.94,1.76,0.94,0.3,2.53
2562,31.46,41.61,75.6,498.02,193.12,1.3,1.7,0.7,0.78,2.5,1.15,0.94,2.76
2563,38.24,51.12,74.8,641.92,262.48,0.3,0.8,-0.3,0.56,3.6,1.2,0.88,3.68
2564,62.31,68.78,90.6,1025.88,338.78,0.9,1.4,0.1,0.5,6.97,0.59,0.18,5.02
2565,29.06,35.04,82.9,461.11,73.68,2.3,3.0,2.7,1.03,1.97,1.62,0.51,2.31
2566,30.66,38.57,79.5,433.63,107.58,3.2,2.9,-1.2,1.54,0.99,1.98,0.55,3.08
2567,25.98,35.75,72.7,506.06,242.83,0.5,0.7,-0.5,0.47,2.6,0.47,0.24,3.54
2568,29.32,35.76,82.0,687.29,417.63,0.8,0.2,0.2,0.17,0.68,0.0,0.0,0.0
2569,33.11,37.0,89.5,814.18,577.11,0.1,0.1,-0.1,0.04,0.32,0.04,0.0,0.04
2570,35.21,49.51,71.1,639.93,290.83,1.0,1.3,0.0,1.25,3.4,0.97,0.69,3.54
2571,47.5,50.0,95.0,815.0,178.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
2572,29.67,37.3,79.5,815.67,554.79,0.2,0.1,-0.2,0.06,0.39,0.06,0.0,0.0
2573,43.1,53.1,81.2,705.06,191.49,1.6,1.2,0.4,0.92,3.22,0.69,0.23,4.37
2574,23.24,29.24,79.5,345.0,77.0,2.6,2.4,0.4,0.94,2.0,1.06,0.0,3.41
2575,43.54,54.48,79.9,668.02,272.29,0.4,0.5,-0.4,0.31,4.69,1.04,0.73,5.62
2576,15.81,24.84,63.6,204.19,47.74,0.1,0.2,-0.1,0.65,2.26,0.0,0.0,1.94
2577,50.26,64.34,78.1,873.66,261.96,3.7,4.3,-0.7,1.79,5.15,1.32,0.34,6.68
2578,20.26,28.84,70.3,352.84,115.26,4.2,4.1,-1.2,2.0,2.16,2.05,0.84,3.63
2579,56.63,64.31,88.0,1112.9,424.82,0.8,1.3,-0.8,0.24,5.06,0.27,0.16,5.92
2580,33.0,42.14,78.3,679.86,248.07,0.8,1.5,0.2,0.93,3.0,0.5,0.14,3.29
2581,60.22,65.78,91.6,1145.89,349.5,0.1,0.2,0.9,0.22,3.44,0.11,0.0,3.89
2582,20.8,31.49,66.1,376.57,124.91,1.1,1.2,-1.1,0.91,1.43,0.74,0.46,2.91
2583,28.6,38.2,74.9,493.2,135.0,0.4,0.8,-0.4,0.8,1.8,0.8,0.2,4.4
2584,22.94,31.27,73.4,379.02,138.04,0.1,0.2,-0.1,0.2,2.25,0.49,0.2,3.24
2585,38.05,51.05,74.5,576.84,143.53,3.9,3.8,-1.9,2.26,3.31,1.13,0.23,5.11
2586,15.97,25.74,62.0,215.66,62.79,1.4,0.6,0.6,0.7,1.63,0.47,0.16,2.17
2587,26.69,36.77,72.6,428.2,137.82,1.6,1.6,-0.6,1.35,3.2,0.56,0.08,4.89
2588,41.79,48.46,86.2,657.99,157.78,3.7,3.2,-2.7,1.32,3.5,1.03,0.26,4.44
2589,15.92,21.94,72.6,190.2,35.08,3.7,3.6,3.3,0.97,0.67,0.64,0.13,1.57
2590,18.95,24.18,78.4,299.02,69.93,1.2,0.7,-0.2,0.59,1.5,0.26,0.0,2.35
2591,43.83,52.72,83.1,718.06,223.61,2.6,2.2,3.4,1.0,5.61,1.39,0.06,7.11
2592,50.0,65.51,76.3,883.7,366.16,0.6,1.1,1.4,0.58,5.29,0.87,0.29,5.58
2593,12.53,20.15,62.2,181.96,45.21,2.6,3.4,1.4,1.09,1.21,0.57,0.04,1.92
2594,14.57,25.06,58.1,189.51,38.27,1.6,0.7,-1.6,1.23,0.74,0.62,0.0,1.23
2595,,,,,,0.0,0.0,0.0,,,,,
2596,82.5,92.5,89.2,1227.5,276.25,0.0,0.0,0.0,0.0,13.75,0.0,0.0,10.0
2597,75.53,84.31,89.6,1301.86,487.46,1.6,1.2,0.4,0.31,3.83,0.24,0.03,5.08
2598,26.17,36.42,71.9,429.57,184.14,1.5,1.2,1.5,1.11,2.47,0.62,0.62,2.59
2599,32.68,37.41,87.4,509.91,134.38,1.1,2.0,0.9,0.8,4.02,0.98,0.18,4.11
2600,54.87,65.13,84.2,990.0,306.53,1.8,3.6,-0.8,1.35,6.53,1.55,0.57,7.93
2601,33.55,43.59,77.0,547.88,217.84,1.6,2.0,3.4,0.78,2.25,0.87,0.3,3.42
2602,41.31,50.19,82.3,729.07,277.38,0.1,0.2,-0.1,0.19,4.49,0.37,0.09,4.95
2603,14.68,19.29,76.1,232.7,31.42,1.3,0.4,0.7,0.57,0.99,0.21,0.0,1.63
2604,15.74,24.17,65.1,219.48,37.83,0.8,0.9,0.2,0.78,0.61,0.87,0.09,1.48
2605,44.84,54.45,82.4,698.52,196.88,0.4,0.8,0.6,0.47,4.69,0.78,0.23,5.62
2606,180.0,210.0,85.7,3620.0,1420.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
2607,65.3,71.65,91.1,1157.88,414.58,0.2,0.2,-0.2,0.17,1.65,0.04,0.04,2.67
2608,49.18,57.14,86.1,770.61,177.55,0.6,0.5,-0.6,1.43,3.27,0.82,0.41,3.88
2609,14.16,26.46,53.5,184.6,73.79,1.5,1.4,0.5,0.75,1.24,1.12,0.31,2.48
2610,45.64,55.0,83.0,737.95,203.59,0.9,1.5,1.1,1.41,5.38,2.18,0.0,8.33
2611,43.53,54.96,79.2,900.79,346.12,0.4,0.3,-0.4,0.22,2.81,0.07,0.0,2.37
2612,26.0,33.33,78.0,395.48,88.59,2.7,1.9,-0.7,1.93,1.93,1.63,0.37,3.26
2613,39.67,49.06,80.9,609.22,179.11,2.2,2.5,-1.2,1.22,4.17,1.0,0.44,5.33
2614,57.01,65.26,87.4,1061.9,350.95,0.4,0.7,-0.4,0.29,5.15,0.44,0.04,4.67
2615,30.35,40.1,75.7,485.73,125.18,0.6,0.6,-0.6,0.45,2.81,0.3,0.0,3.02
2616,12.35,15.88,77.8,215.88,101.76,0.0,0.1,0.0,0.0,1.18,1.18,0.59,2.35
2617,37.1,44.19,83.9,675.81,152.26,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.65
2618,40.59,48.74,83.3,712.99,204.53,0.9,0.9,-0.9,0.47,4.69,0.28,0.0,5.83
2619,50.18,56.14,89.4,823.82,300.39,0.4,1.6,0.6,0.31,2.89,0.22,0.09,3.2
2620,22.23,29.89,74.4,363.66,107.31,0.9,0.4,-0.9,0.4,1.89,0.11,0.0,2.91
2621,22.69,32.24,70.4,385.22,91.42,1.3,1.8,1.7,1.34,1.72,1.19,0.9,2.61
2622,36.04,55.04,65.5,842.89,582.54,0.0,0.1,0.0,0.0,0.86,0.04,0.0,0.21
2623,23.1,33.1,69.8,354.05,108.81,0.7,0.9,2.3,1.67,0.71,2.14,0.95,3.81
2624,20.0,30.0,66.7,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2625,26.51,33.81,78.4,436.67,134.44,0.4,0.7,-0.4,0.79,2.06,1.9,0.32,4.76
2626,42.09,50.0,84.2,642.75,149.45,0.4,0.3,-0.4,0.66,3.74,0.77,0.33,3.19
2627,45.0,55.0,81.8,605.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2628,45.0,45.0,100.0,650.0,130.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0
2629,47.22,59.18,79.8,839.14,271.69,1.5,2.2,0.5,1.14,4.39,1.22,0.39,5.06
2630,27.29,31.46,86.7,594.66,236.84,0.2,0.1,-0.2,0.08,0.89,0.04,0.0,1.3
2631,32.04,45.09,71.0,545.89,247.64,1.3,1.8,0.7,0.69,2.11,1.02,0.55,2.84
2632,27.09,36.44,74.4,634.44,417.97,0.0,0.0,0.0,0.0,0.25,0.03,0.0,0.03
